         MJD         m       dm       uJy   duJy F  err    chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset      duJy_new
57802.599681 19.051202      NaN       4.0     26 o    0     1.10 210.91067 54.31166  2693.59   617.20 3.66 3.51 -78.8 -0.454    19.13 20.43 02a57802o0689o  0x80000          -5     28.189632
57802.602420 18.806434      NaN      26.0     26 o    0     0.99 210.91067 54.31166  3759.64 10422.13 3.20 2.69  -5.3 -0.502    19.16 20.44 02a57802o0694o  0x80000          -5     28.189632
57802.613122 19.089302      NaN       4.0     25 o    0     0.93 210.91067 54.31166  2654.10   672.26 3.66 3.51 -81.5 -0.446    19.14 20.41 02a57802o0713o   0x0000          -5     27.270044
57802.615876 18.702047      NaN     -41.0     40 o    0     0.86 210.91067 54.31166  3711.11 10482.44 3.13 2.59 -11.9 -0.526    19.16 20.45 02a57802o0718o  0x80000          -5     41.456668
57802.672341 15.920674      NaN     338.0    404 o    0     0.90 210.91067 54.31166  6373.49  3042.09 3.78 3.76  28.7 -0.658    16.82 18.04 01a57802o0797o 0x400802          -5    404.146824
57803.661456 17.825619      NaN      81.0     61 o    0     1.10 210.91067 54.31166  8683.23 10267.71 3.77 3.45 -80.2 -0.628    18.35 19.73 01a57803o0667o  0x80000          -5     61.964952
57803.663849 17.990970      NaN     -54.0     77 o    0     0.93 210.91067 54.31166  7313.61   505.85 3.85 3.71  22.8 -0.664    18.08 19.17 01a57803o0671o  0x80000          -5     77.766672
57805.641468 18.649074      NaN     -32.0     42 o    0     1.16 210.91067 54.31166  9025.51   966.07 4.56 4.05  66.7 -0.610    18.82 20.82 01a57805o0761o  0x80000          -5     43.389576
57805.656848 18.438271      NaN     -15.0     51 o    0     0.86 210.91067 54.31166  9050.54  1005.94 4.45 3.94  68.9 -0.622    18.65 20.48 01a57805o0787o 0x400400          -5     52.150315
57807.636634 18.649074      NaN       1.0     40 o    0     0.99 210.91067 54.31166  7041.40  1491.72 4.41 4.20  75.9 -0.586    19.01 21.17 01a57807o0689o  0x80000          -5     41.456668
57807.651963 18.702047      NaN     -60.0     40 o    0     0.94 210.91067 54.31166  7070.53  1534.25 4.35 4.12  73.6 -0.603    18.96 21.04 01a57807o0715o  0x80000          -5     41.456668
57807.668320 17.224385      NaN     -16.0    156 o    0     1.03 210.91067 54.31166  7011.76  1457.22 4.20 4.04  76.2 -0.679    17.42 18.53 01a57807o0742o   0x0000          -5    156.379843
57809.667880 13.723982      NaN   -1143.0   3920 o    0     1.03 210.91067 54.31166   304.51   115.20 5.08 4.54 -85.9 -0.712    14.46 15.21 01a57809o0795o 0x400802          -5   3920.015135
57811.614152 18.738855      NaN      -3.0     38 o    0     1.11 210.91067 54.31166  6926.61  1534.40 4.35 4.01  71.0 -0.592    19.00 21.11 01a57811o0168o 0x400400          -5     39.530435
57811.635023 18.675237      NaN      -7.0     41 o    0     0.92 210.91067 54.31166  6950.01  1575.37 4.07 3.87  64.6 -0.613    18.97 21.02 01a57811o0208o 0x400400          -5     42.422345
57811.651058 18.280067      NaN      52.0     40 o    0     1.04 210.91067 54.31166  6889.73  1498.60 4.18 3.98  71.1 -0.599    18.98 21.04 01a57811o0235o  0x80000          -5     41.456668
57811.666447 17.494268      NaN      78.0     94 o    0     1.08 210.91067 54.31166  6871.16  1618.14 4.00 3.82  63.4 -0.653    17.84 18.79 01a57811o0261o  0x80000          -5     94.629041
57817.599260 18.438271      NaN      58.0     30 o    0     0.95 210.91067 54.31166  7552.96   873.58 4.45 3.53 -55.8 -0.455    19.16 21.37 01a57817o0669o 0x400400          -5     31.916380
57817.611698 19.014394      NaN     -23.0     30 o    0     1.01 210.91067 54.31166  7579.07   913.32 4.54 3.53 -56.6 -0.448    19.14 21.36 01a57817o0692o  0x80000          -5     31.916380
57817.633869 18.649074      NaN      28.0     31 o    0     0.82 210.91067 54.31166  7525.84   840.02 4.57 3.53 -55.9 -0.447    19.07 21.24 01a57817o0735o  0x80000          -5     32.858109
57817.636814 18.955691      NaN       0.0     30 o    0     0.97 210.91067 54.31166  7517.08   958.92 4.53 3.49 -56.7 -0.456    19.06 21.20 01a57817o0741o  0x80000          -5     31.916380
57818.528016 18.729535      NaN      46.0     22 o    0     0.98 210.91067 54.31166  9492.03   821.86 3.72 3.39  65.1 -0.480    19.57 21.51 02a57818o0372o   0x0000          -5     24.549039
57818.529447 19.226921      NaN       0.0     23 o    0     0.71 210.91067 54.31166  9515.96   857.75 3.60 3.25  74.1 -0.478    19.58 21.51 02a57818o0375o  0x80000          -5     25.449073
57818.530405 19.351140      NaN     -11.0     22 o    0     1.05 210.91067 54.31166   278.84   737.35 4.04 3.72 -45.1 -0.444    19.58 21.51 02a57818o0377o  0x80000          -5     24.549039
57818.541252 19.351140      NaN     -27.0     22 o    0     1.19 210.91067 54.31166  9460.63   779.96 3.60 3.30  65.7 -0.486    19.57 21.50 02a57818o0398o  0x80000          -5     24.549039
57818.549279 18.558199      NaN      63.0     23 o    0     8.05 210.91067 54.31166   290.14   777.57 3.96 3.63 -43.2 -0.462    19.60 21.55 02a57818o0414o  0x80000          -5     25.449073
57818.559271 19.038793      NaN      14.0     23 o    0     0.83 210.91067 54.31166   235.55   693.60 3.98 3.61 -41.1 -0.457    19.60 21.58 02a57818o0432o  0x80000          -5     25.449073
57818.559747 18.847027      NaN      31.0     23 o    0     0.96 210.91067 54.31166  9448.35   901.08 3.68 3.38  55.1 -0.489    19.60 21.58 02a57818o0433o   0x0000          -5     25.449073
57818.573848 19.302877      NaN     -11.0     23 o    0     0.79 210.91067 54.31166   226.78   808.27 3.96 3.62 -38.5 -0.460    19.61 21.59 02a57818o0458o  0x80000          -5     25.449073
57818.574501 19.351140      NaN     -25.0     22 o    0     0.91 210.91067 54.31166   995.09  9619.31 3.53 3.40  36.8 -0.480    19.60 21.55 02a57818o0459o   0x0000          -5     24.549039
57818.588417 19.351140      NaN     -18.0     22 o    0     0.95 210.91067 54.31166 10225.11  9688.55 4.08 3.26  89.1 -0.459    19.61 21.56 02a57818o0484o  0x80000          -5     24.549039
57819.600437 18.990530      NaN       6.0     27 o    0     0.89 210.91067 54.31166  6212.92   911.73 4.39 3.47 -64.1 -0.457    19.13 21.22 01a57819o0707o  0x80000          -5     29.114521
57819.628750 19.089302      NaN      -2.0     27 o    0     1.11 210.91067 54.31166  6140.82   959.25 4.27 3.32 -62.0 -0.458    19.12 21.13 01a57819o0760o  0x80000          -5     29.114521
57822.548874 18.702047      NaN     -16.0     40 o    0     1.17 210.91067 54.31166  2590.48  7864.57 3.43 3.31  10.8 -0.454    18.53 19.48 02a57822o0047o   0x0000          -5     41.456668
57822.566576 18.711133      NaN      -3.0     39 o    0     1.05 210.91067 54.31166  2575.00  7823.92 3.46 3.35  26.0 -0.468    18.53 19.50 02a57822o0083o   0x0000          -5     40.492658
57822.575247 18.675237      NaN      19.0     33 o    0     1.25 210.91067 54.31166  2626.70  7898.20 3.52 3.41  34.4 -0.466    18.54 19.51 02a57822o0100o   0x0000          -5     34.751336
57822.585275 18.452558      NaN      35.0     37 o    0     1.10 210.91067 54.31166  2634.37  7781.69 3.57 3.43  41.6 -0.445    18.54 19.51 02a57822o0120o   0x0000          -5     38.570135
57822.600219 18.403357      NaN      33.0     40 o    0     0.92 210.91067 54.31166  2599.14  7841.22 3.57 3.45  40.5 -0.434    18.55 19.54 02a57822o0148o   0x0000          -5     41.456668
57827.594307 18.459772      NaN      19.0     42 o    0     0.81 210.91067 54.31166  8362.64  1883.54 3.74 3.35 -38.0 -0.467    18.53 19.88 01a57827o0715o  0x80000          -5     43.389576
57827.609220 18.261819      NaN      58.0     39 o    0     1.13 210.91067 54.31166  8388.21  1923.37 3.78 3.40 -32.2 -0.462    18.51 19.86 01a57827o0742o  0x80000          -5     40.492658
57827.624517 18.186107      NaN      74.0     38 o    0     1.16 210.91067 54.31166  8332.58  1851.81 3.74 3.31 -34.7 -0.468    18.51 19.83 01a57827o0769o  0x80000          -5     39.530435
57827.639545 18.452558      NaN      26.0     40 o    0     1.12 210.91067 54.31166  8321.71  1968.38 3.78 3.30 -37.5 -0.462    18.46 19.77 01a57827o0795o   0x0000          -5     41.456668
57829.581819 18.657725      NaN      12.0     36 o    0     0.78 210.91067 54.31166  7792.06  2404.53 3.85 3.38 -52.6 -0.459    18.75 20.40 01a57829o0653o  0x80000          -5     37.611904
57829.593617 18.944322      NaN      -6.0     32 o    0     1.43 210.91067 54.31166  7813.33  2443.56 3.92 3.43 -49.0 -0.458    18.72 20.39 01a57829o0675o  0x80000          -5     33.803185
57829.611286 18.978793      NaN     -26.0     31 o    0     1.01 210.91067 54.31166  7756.90  2368.61 3.70 3.27 -43.3 -0.474    18.76 20.35 01a57829o0708o  0x80000          -5     32.858109
57829.622433 18.910912      NaN     -13.0     33 o    0     0.87 210.91067 54.31166  7738.99  2487.53 3.73 3.25 -43.9 -0.473    18.72 20.30 01a57829o0728o  0x80000          -5     34.751336
57830.491384 18.590371      NaN      56.0     24 o    0     1.50 210.91067 54.31166  9319.83  2700.30 3.62 3.11  88.6 -0.460    18.54 19.66 02a57830o0542o   0x0000          -5     26.356315
57830.492830 19.169763      NaN     -23.0     26 o    0     0.93 210.91067 54.31166  9332.06  2737.30 3.60 3.08  89.3 -0.464    18.54 19.66 02a57830o0545o   0x0000          -5     28.189632
57830.493797 19.169763      NaN     -43.0     26 o    0     0.90 210.91067 54.31166   124.57  2600.62 3.91 3.40  72.0 -0.414    18.53 19.63 02a57830o0547o   0x0000          -5     28.189632
57830.504665 19.169763      NaN     -20.0     26 o    0     0.85 210.91067 54.31166  9275.35  2659.53 3.61 3.13  88.3 -0.466    18.53 19.65 02a57830o0568o  0x80000          -5     28.189632
57830.512715 19.128787      NaN      -2.0     26 o    0     1.03 210.91067 54.31166   135.69  2639.57 3.89 3.49  72.6 -0.423    18.51 19.62 02a57830o0584o   0x0000          -5     28.189632
57830.519397 19.212347      NaN     -40.0     25 o    0     1.11 210.91067 54.31166  9262.62  2778.03 3.61 3.14  88.9 -0.466    18.52 19.64 02a57830o0597o   0x0000          -5     27.270044
57830.522589 19.051202      NaN      -7.0     29 o    0     1.08 210.91067 54.31166    78.20  2557.08 3.88 3.40  73.5 -0.426    18.51 19.61 02a57830o0603o  0x80000          -5     30.978304
57830.536173 18.978793      NaN     -44.0     31 o    0     1.05 210.91067 54.31166    66.64  2672.91 3.88 3.41  72.7 -0.421    18.51 19.61 02a57830o0628o  0x80000          -5     32.858109
57830.536812 19.089302      NaN     -15.0     28 o    0     1.02 210.91067 54.31166  1181.84  7737.48 3.36 3.21  35.0 -0.473    18.49 19.61 02a57830o0629o   0x0000          -5     30.044223
57830.550325 19.128787      NaN     -49.0     27 o    0     1.01 210.91067 54.31166   100.60  2616.65 3.88 3.44  72.0 -0.415    18.50 19.61 02a57830o0654o   0x0000          -5     29.114521
57831.574625 18.349730      NaN      71.0     30 o    0     0.99 210.91067 54.31166  6307.39  2603.93 3.42 3.34 -57.5 -0.473    18.96 20.71 01a57831o0657o  0x80000          -5     31.916380
57831.585751 18.857417      NaN       9.0     30 o    0     0.88 210.91067 54.31166  6333.09  2643.00 3.54 3.38 -30.6 -0.474    18.92 20.66 01a57831o0679o  0x80000          -5     31.916380
57831.588198 19.002397      NaN      11.0     25 o    0     1.36 210.91067 54.31166  6275.35  2569.27 3.42 3.21 -46.0 -0.479    18.96 20.65 01a57831o0684o  0x80000          -5     27.270044
57831.613469 19.089302      NaN      -9.0     28 o    0     0.98 210.91067 54.31166  6256.99  2687.19 3.45 3.27 -40.9 -0.472    18.93 20.63 01a57831o0733o   0x0000          -5     30.044223
57835.554982 19.026525      NaN       0.0     28 o    0     1.27 210.91067 54.31166  7123.07  2474.85 3.87 3.60 -54.1 -0.440    19.03 21.00 01a57835o0509o  0x80000          -5     30.044223
57835.577485 19.051202      NaN     -40.0     29 o    0     1.36 210.91067 54.31166  7141.91  2517.58 3.87 3.65 -41.3 -0.451    18.95 20.93 01a57835o0551o  0x80000          -5     30.978304
57835.587783 19.038793      NaN       2.0     27 o    0     1.19 210.91067 54.31166  7077.66  2439.87 3.75 3.52 -33.7 -0.457    18.98 20.86 01a57835o0570o  0x80000          -5     29.114521
57835.590378 19.128787      NaN      -5.0     27 o    0     1.14 210.91067 54.31166  7068.48  2558.48 3.71 3.42 -42.2 -0.459    18.99 20.84 01a57835o0575o  0x80000          -5     29.114521
57839.540980 18.550302      NaN     -57.0     46 o    0     1.10 210.91067 54.31166  7029.11   377.00 4.23 3.85  36.4 -0.422    18.33 20.17 01a57839o0469o  0x80000          -5     47.272141
57839.542019 18.226218      NaN      52.0     43 o    0     0.90 210.91067 54.31166  8359.37 10138.23 3.70 3.47  16.5 -0.486    18.62 20.48 01a57839o0471o  0x80000          -5     44.358261
57839.561231 18.847027      NaN       7.0     31 o    0     0.84 210.91067 54.31166  8386.03 10179.73 3.65 3.50   1.0 -0.484    19.14 21.13 01a57839o0506o  0x80000          -5     32.858109
57839.561751 19.128787      NaN     -13.0     27 o    0     1.18 210.91067 54.31166  7047.77   421.40 4.06 3.81  28.6 -0.421    19.16 21.15 01a57839o0507o  0x80000          -5     29.114521
57839.573584 19.002397      NaN      -4.0     30 o    0     0.94 210.91067 54.31166  8311.66 10104.23 3.74 3.54   7.0 -0.484    19.07 21.04 01a57839o0529o  0x80000          -5     31.916380
57839.574103 19.014394      NaN     -21.0     30 o    0     0.87 210.91067 54.31166  6989.06   346.33 4.09 3.81  20.5 -0.425    19.12 21.13 01a57839o0530o 0x400400          -5     31.916380
57839.590930 18.684100      NaN      30.0     29 o    0     1.06 210.91067 54.31166  6980.71   463.22 4.03 3.79  14.8 -0.433    19.11 21.08 01a57839o0561o  0x80000          -5     30.978304
57839.592491 18.878500      NaN     -29.0     34 o    0     0.67 210.91067 54.31166  8290.85 10225.37 3.80 3.59   4.2 -0.479    19.06 21.03 01a57839o0564o  0x80000          -5     35.702315
57840.529885 18.702047      NaN      40.0     25 o    0     1.10 210.91067 54.31166  8366.94  2781.83 3.82 3.67 -20.0 -0.446    19.09 21.14 01a57840o0549o  0x80000          -5     27.270044
57840.552063 19.212347      NaN     -45.0     25 o    0     1.09 210.91067 54.31166  8395.77  2822.04 3.79 3.60 -33.4 -0.447    19.11 21.15 01a57840o0589o  0x80000          -5     27.270044
57840.563896 19.256669      NaN     -33.0     24 o    0     1.35 210.91067 54.31166  8330.38  2746.46 3.80 3.58 -31.8 -0.449    19.08 21.13 01a57840o0611o   0x0000          -5     26.356315
57840.565477 19.128787      NaN     -13.0     27 o    0     1.00 210.91067 54.31166  8310.12  2865.03 3.78 3.51 -35.2 -0.449    19.10 21.12 01a57840o0614o  0x80000          -5     29.114521
57843.538583 18.978793      NaN     -53.0     31 o    0     1.00 210.91067 54.31166  9243.31  2004.57 4.27 4.05  19.1 -0.403    19.11 21.13 01a57843o0566o  0x80000          -5     32.858109
57843.542783 18.396507      NaN      61.0     31 o    0     0.98 210.91067 54.31166  9251.90  2040.45 4.57 4.37  17.0 -0.399    19.00 21.13 01a57843o0574o  0x80000          -5     32.858109
57843.563580 18.417189      NaN     -27.0     52 o    0     0.88 210.91067 54.31166    52.23  2111.56 4.46 3.55  85.7 -0.531    19.08 21.13 01a57843o0613o  0x80000          -5     53.128668
57843.573787 19.089302      NaN     -56.0     28 o    0     1.09 210.91067 54.31166  9197.20  1970.17 4.23 3.98  -4.0 -0.402    19.07 21.06 01a57843o0632o  0x80000          -5     30.044223
57843.575358 18.431198      NaN      11.0     46 o    0     1.08 210.91067 54.31166    65.32  2151.26 4.48 3.50  87.7 -0.522    19.07 21.11 01a57843o0635o  0x80000          -5     47.272141
57843.577468 18.944322      NaN     -53.0     32 o    0     0.98 210.91067 54.31166  9188.99  2090.82 4.29 4.05  -8.8 -0.405    19.03 21.04 01a57843o0639o  0x80000          -5     33.803185
57844.522418 18.068904      NaN      93.0     39 o    0     0.96 210.91067 54.31166  9261.59   849.37 4.34 4.19  10.8 -0.401    19.11 21.15 01a57844o0521o 0x400400          -5     40.492658
57844.536683 18.944322      NaN      -7.0     32 o    0     0.99 210.91067 54.31166  9273.69   888.98 4.36 4.24  10.0 -0.401    19.08 21.09 01a57844o0547o  0x80000          -5     33.803185
57844.549655 18.558199      NaN      33.0     33 o    0     0.88 210.91067 54.31166  9213.22   812.76 4.43 4.25 -13.9 -0.398    19.05 21.08 01a57844o0571o  0x80000          -5     34.751336
57844.558655 18.158337      NaN     -10.0     66 o    0     0.79 210.91067 54.31166    55.70   957.62 4.73 3.48  84.4 -0.407    19.07 21.08 01a57844o0588o  0x80000          -5     66.892865
57844.567844 18.944322      NaN     -16.0     32 o    0     0.87 210.91067 54.31166  9207.17   934.13 4.32 4.11 -21.5 -0.406    19.04 21.01 01a57844o0605o  0x80000          -5     33.803185
57844.569925 18.356290      NaN      13.0     49 o    0     1.03 210.91067 54.31166    76.71   997.30 4.65 3.49  84.8 -0.409    19.06 21.07 01a57844o0609o  0x80000          -5     50.196168
57847.546823 18.550302 0.361912     133.0     46 o    0     1.46 210.91067 54.31166   483.86  9889.14 4.74 4.37  86.9 -0.348    19.06 21.07 01a57847o0580o  0x80000          -5     47.272141
57847.556427 17.922662      NaN      82.0     53 o    0     1.39 210.91067 54.31166   502.44  9927.57 4.88 4.53  70.2 -0.440    19.04 21.04 01a57847o0599o 0x400400          -5     54.107812
57847.556908 17.422338      NaN     133.0     84 o    0     0.69 210.91067 54.31166   299.44    62.66 4.41 3.46  80.1 -0.418    19.09 21.08 01a57847o0600o  0x80000          -5     84.703337
57847.578263 18.094452 0.294700     205.0     57 o    0     1.15 210.91067 54.31166   435.56  9849.34 4.87 4.43  64.2 -0.444    19.03 20.96 01a57847o0643o 0x400400          -5     58.031503
57847.589430 17.862567      NaN      93.0     54 o    0     1.32 210.91067 54.31166   422.43  9963.69 5.07 4.49  62.9 -0.439    19.01 20.90 01a57847o0664o 0x400600          -5     55.087706
57847.596375 17.643932      NaN     139.0     58 o    0     1.12 210.91067 54.31166   237.72    95.44 4.50 3.55  82.6 -0.437    18.98 20.88 01a57847o0677o  0x80000          -5     59.014027
57848.507444 18.474346      NaN      32.0     37 o    0     0.84 210.91067 54.31166  6830.08   957.29 3.95 3.60  27.5 -0.448    18.85 20.47 01a57848o0510o  0x80000          -5     38.570135
57848.521538 18.197417      NaN      87.0     33 o    0     0.86 210.91067 54.31166  6850.26   993.20 3.92 3.61  27.7 -0.451    19.00 20.75 01a57848o0533o  0x80000          -5     34.751336
