         MJD         m       dm      uJy  duJy F  err   chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset    duJy_new
57870.541671 19.922338      NaN     -6.0    13 c    0    0.92 210.91067 54.31166  1925.18  8575.17 2.47 2.35   0.6 -0.466    19.42 20.55 02a57870o0534c   0x0000           0   15.502991
57894.386745 20.103715      NaN      0.0    11 c    0    1.70 210.91067 54.31166  1323.20  9775.44 2.54 2.33 -11.6 -0.463    19.65 21.54 02a57894o0292c   0x0000           0   13.868769
57894.416893 19.950541      NaN     11.0     9 c    0    1.77 210.91067 54.31166  1300.13  9734.69 2.59 2.35 -13.9 -0.468    19.81 21.74 02a57894o0349c   0x0000           0   12.342720
57894.419529 19.743105      NaN     10.0    12 c    0    0.98 210.91067 54.31166  1357.59  9806.96 2.58 2.37  -6.4 -0.467    19.78 21.70 02a57894o0354c   0x0000           0   14.674561
57894.441778 20.071303      NaN      1.0    11 c    0    1.19 210.91067 54.31166  1372.08  9687.10 2.54 2.29  -7.6 -0.473    19.68 21.53 02a57894o0396c   0x0000           0   13.868769
57894.453543 19.631075      NaN     15.0    12 c    0    1.93 210.91067 54.31166  1337.01  9746.25 2.53 2.30  -4.4 -0.474    19.49 21.27 02a57894o0418c   0x0000           0   14.674561
57898.389114 19.491430      NaN     25.0    11 c    0    1.22 210.91067 54.31166  1858.38  8725.77 2.66 2.37  -5.3 -0.481    19.73 21.69 02a57898o0138c  0x80000           0   13.868769
57898.398663 20.449472      NaN      0.0     8 c    0    1.65 210.91067 54.31166  1834.74  8685.77 2.48 2.29  -0.9 -0.503    19.78 21.72 02a57898o0156c   0x0000           0   11.633690
57898.417223 20.103715      NaN     -1.0    11 c    0    1.42 210.91067 54.31166  1890.25  8759.61 2.59 2.34 -12.0 -0.486    19.75 21.68 02a57898o0191c  0x80000           0   13.868769
57898.437402 20.103715      NaN     -3.0    11 c    0    1.08 210.91067 54.31166  1916.18  8638.88 2.46 2.24   1.9 -0.503    19.75 21.62 02a57898o0229c  0x80000           0   13.868769
57898.446924 19.791368      NaN      8.0    12 c    0    1.19 210.91067 54.31166  1882.16  8696.35 2.67 2.48   1.6 -0.486    19.69 21.60 02a57898o0247c  0x80000           0   14.674561
57902.386132 20.321591      NaN     -3.0     9 c    0    1.32 210.91067 54.31166  4381.78  7536.35 2.52 2.42  -3.6 -0.451    19.81 21.63 02a57902o0297c   0x0000           0   12.342720
57902.397408 19.922338      NaN     -1.0    13 c    0    0.90 210.91067 54.31166  4371.25  7496.44 2.57 2.47  -9.1 -0.461    19.77 21.60 02a57902o0319c   0x0000           0   15.502991
57902.399963 20.207197      NaN     -5.0    10 c    0    1.02 210.91067 54.31166  4418.15  7574.42 2.59 2.45  -2.6 -0.449    19.78 21.58 02a57902o0324c   0x0000           0   13.089795
57902.422768 20.207197      NaN     -1.0    10 c    0    1.50 210.91067 54.31166  4442.42  7455.36 2.56 2.44  -0.1 -0.464    19.79 21.63 02a57902o0368c  0x80000           0   13.089795
57902.433611 19.674510      NaN     13.0    12 c    0    1.23 210.91067 54.31166  4407.28  7512.15 2.61 2.52  -1.8 -0.455    19.67 21.49 02a57902o0389c   0x0000           0   14.674561
58020.235926 19.696897      NaN    -20.0    16 c    0    0.91 210.91067 54.31166  3547.29  3773.10 2.41 2.31 -78.3 -0.409    19.28 20.64 02a58020o0006c  0x80000           0   18.092616
58194.569176 19.841877      NaN      6.0    12 c    0    1.07 210.91067 54.31166  2267.75  8889.74 2.55 2.35  22.2 -0.453    19.73 21.58 02a58194o0731c   0x0000           0   14.674561
58194.580281 20.321591      NaN     -3.0     9 c    0    1.43 210.91067 54.31166  2243.51  8851.39 2.56 2.31  25.0 -0.453    19.75 21.58 02a58194o0749c  0x80000           0   12.342720
58194.590959 20.009244      NaN    -11.0    12 c    0    1.13 210.91067 54.31166  2293.37  8923.60 2.63 2.46  14.7 -0.444    19.72 21.58 02a58194o0768c  0x80000           0   14.674561
58194.602403 20.321591      NaN    -26.0     9 c    0    1.86 210.91067 54.31166  2303.22  8804.65 2.42 2.21  17.2 -0.466    19.75 21.57 02a58194o0786c   0x0000           0   12.342720
58196.529228 17.905150      NaN     97.0    51 c    0    1.11 210.91067 54.31166  4964.04  3706.60 2.58 2.44  19.5 -0.397    17.79 19.73 02a58196o0652c  0x80000           0   51.694707
58196.535461 20.103715      NaN     -2.0    11 c    0    0.85 210.91067 54.31166  4932.71  3670.61 2.45 2.31  46.0 -0.411    19.80 21.89 02a58196o0663c  0x80000           0   13.868769
58196.543979 17.770534      NaN     10.0    91 c    0    0.90 210.91067 54.31166  4988.61  3745.82 2.45 2.34  37.8 -0.438    16.95 18.82 02a58196o0680c  0x80000           0   91.391152
58251.578978 19.841877      NaN    -15.0    14 c    0    0.83 210.91067 54.31166  4132.39  3785.20 2.73 2.54 -52.9 -0.387    19.50 21.34 02a58251o0733c   0x0000           0   16.350619
58251.587115 19.631075      NaN     15.0    12 c    0    1.06 210.91067 54.31166  4131.67  3789.19 2.83 2.62 -51.2 -0.378    19.45 21.26 02a58251o0749c   0x0000           0   14.674561
58251.594640 19.868040      NaN      5.0    12 c    0    1.20 210.91067 54.31166  4120.11  3792.79 2.68 2.55 -50.4 -0.388    19.43 21.20 02a58251o0764c   0x0000           0   14.674561
58251.602316 19.674510      NaN      7.0    14 c    0    1.45 210.91067 54.31166  4130.11  3795.52 3.00 2.79 -53.4 -0.380    19.28 21.09 02a58251o0779c   0x0000           0   16.350619
58252.572007 19.766969      NaN      6.0    13 c    0    1.11 210.91067 54.31166  4131.86  3781.32 2.58 2.45 -49.9 -0.394    19.44 21.13 02a58252o0684c   0x0000           0   15.502991
58252.582264 19.841877      NaN      0.0    14 c    0    1.19 210.91067 54.31166  4130.89  3786.57 2.51 2.40 -48.6 -0.402    19.46 21.08 02a58252o0703c   0x0000           0   16.350619
58252.589663 19.491430      NaN     19.0    13 c    0    1.13 210.91067 54.31166  4119.13  3789.87 2.54 2.45 -46.8 -0.398    19.40 21.05 02a58252o0718c  0x80000           0   15.502991
58252.598499 19.766969      NaN      9.0    12 c    0    1.21 210.91067 54.31166  4130.26  3792.91 2.49 2.40 -53.0 -0.398    19.37 20.99 02a58252o0735c  0x80000           0   14.674561
58256.417856 17.858399      NaN     42.0    73 c    0    0.38 210.91067 54.31166  3201.58  5378.39 2.37 2.34 -15.6 -0.425    19.82 21.77 02a58256o0256c   0x0000           0   73.487024
58256.432475 20.321591      NaN    -18.0     9 c    0    1.21 210.91067 54.31166  3179.57  5337.92 2.41 2.41  19.4 -0.424    19.76 21.79 02a58256o0287c  0x80000           0   12.342720
58256.449876 19.791368      NaN     11.0    11 c    0    1.15 210.91067 54.31166  3235.65  5414.02 2.34 2.31  11.1 -0.431    19.80 21.75 02a58256o0324c   0x0000           0   13.868769
58256.458792 19.791368      NaN     11.0    11 c    0    1.02 210.91067 54.31166  3259.56  5294.89 2.38 2.30  39.6 -0.425    19.79 21.74 02a58256o0343c   0x0000           0   13.868769
58280.393689 20.103715      NaN     -4.0    11 c    0    0.84 210.91067 54.31166  5365.49  4898.83 2.45 2.41 -69.0 -0.419    19.75 21.71 02a58280o0323c  0x80000           0   13.868769
58280.407270 20.039830      NaN      2.0    11 c    0    1.13 210.91067 54.31166  5355.19  4862.72 2.53 2.51  54.1 -0.412    19.67 21.62 02a58280o0352c  0x80000           0   13.868769
58280.414598 19.922338      NaN    -24.0    13 c    0    1.13 210.91067 54.31166  5410.54  4936.51 2.44 2.41  53.9 -0.422    19.45 21.31 02a58280o0368c  0x80000           0   15.502991
58280.424534 19.950541      NaN      5.0    11 c    0    0.89 210.91067 54.31166  5421.69  4824.17 2.42 2.38  53.4 -0.418    19.72 21.59 02a58280o0389c  0x80000           0   13.868769
58284.387122 19.631075      NaN     12.0    13 c    0    1.04 210.91067 54.31166  2838.64  5649.70 2.36 2.30   0.6 -0.420    19.59 21.41 02a58284o0307c  0x80000           0   15.502991
58284.391741 19.894850      NaN     10.0    10 c    0    1.23 210.91067 54.31166  2813.09  5611.15 2.35 2.28   3.9 -0.422    19.62 21.46 02a58284o0317c   0x0000           0   13.089795
58284.403480 19.696897      NaN     12.0    12 c    0    1.16 210.91067 54.31166  2871.61  5688.67 2.40 2.34  20.5 -0.428    19.67 21.53 02a58284o0342c  0x80000           0   14.674561
58284.411716 20.207197      NaN    -32.0    10 c    0    0.96 210.91067 54.31166  2892.93  5568.08 2.44 2.38  21.8 -0.431    19.70 21.54 02a58284o0360c  0x80000           0   13.089795
58308.365311 20.009244      NaN      9.0     9 c    0    1.11 210.91067 54.31166  5577.16  3919.03 2.75 2.47 -51.1 -0.410    19.67 21.59 02a58308o0015c   0x0000           0   12.342720
58308.374538 19.894850      NaN      4.0    12 c    0    0.92 210.91067 54.31166  5598.59  3800.53 2.67 2.48 -52.0 -0.409    19.64 21.54 02a58308o0035c  0x80000           0   14.674561
58312.333401 19.868040      NaN      8.0    11 c    0    1.04 210.91067 54.31166  5128.10  3957.82 2.52 2.35 -53.7 -0.416    19.75 21.63 02a58312o0193c   0x0000           0   13.868769
58312.339561 19.841877      NaN      9.0    11 c    0    1.17 210.91067 54.31166  5102.90  3917.47 2.69 2.43 -54.7 -0.407    19.71 21.63 02a58312o0206c   0x0000           0   13.868769
58312.349040 20.103715      NaN     -8.0    11 c    0    1.06 210.91067 54.31166  5160.27  3994.14 2.58 2.48 -50.8 -0.410    19.67 21.61 02a58312o0226c   0x0000           0   13.868769
58312.361108 19.510313      NaN     24.0    11 c    0    1.06 210.91067 54.31166  5182.49  3876.72 2.53 2.47 -50.0 -0.408    19.68 21.58 02a58312o0252c   0x0000           0   13.868769
58316.328042 19.766969      NaN     -1.0    15 c    0    0.93 210.91067 54.31166  3267.30  3438.01 3.09 2.96 -61.9 -0.381    19.36 21.19 02a58316o0183c   0x0000           0   17.214608
58316.337992 19.841877      NaN    -13.0    14 c    0    1.02 210.91067 54.31166  3256.30  3396.97 3.05 3.00  68.6 -0.366    19.34 21.27 02a58316o0204c   0x0000           0   16.350619
58316.346903 19.766969      NaN      3.0    14 c    0    0.83 210.91067 54.31166  3311.86  3472.39 2.82 2.80  35.1 -0.378    19.44 21.34 02a58316o0223c  0x80000           0   16.350619
58316.359453 19.922338      NaN     -2.0    13 c    0    1.40 210.91067 54.31166  3333.89  3354.97 3.39 3.33 -52.6 -0.357    19.31 21.41 02a58316o0250c 0x400400           0   15.502991
58344.281357 20.103715      NaN    -20.0    11 c    0    1.56 210.91067 54.31166  3986.80  2682.38 2.61 2.40 -55.1 -0.387    19.46 21.13 02a58344o0108c  0x80000           0   13.868769
58344.290487 19.743105      NaN      4.0    14 c    0    0.78 210.91067 54.31166  3975.69  2643.11 2.74 2.55 -63.1 -0.394    19.41 21.10 02a58344o0127c   0x0000           0   16.350619
58344.299671 19.696897      NaN     -3.0    16 c    0    0.94 210.91067 54.31166  4032.02  2719.06 2.67 2.48 -55.5 -0.385    19.08 20.79 02a58344o0146c  0x80000           0   18.092616
58344.308612 19.841877      NaN      6.0    12 c    0    1.30 210.91067 54.31166  4053.69  2596.84 2.62 2.50 -52.0 -0.392    19.43 21.14 02a58344o0165c  0x80000           0   14.674561
58376.224249 19.212347      NaN     -8.0    25 c    0    0.88 210.91067 54.31166  5670.08  2171.75 2.62 2.39 -58.5 -0.397    18.75 19.69 02a58376o0028c   0x0000           0   26.388307
58376.230043 19.631075      NaN      0.0    17 c    0    1.28 210.91067 54.31166  5658.41  2131.90 2.56 2.41 -64.0 -0.391    18.99 20.12 02a58376o0040c   0x0000           0   18.982696
58376.238331 19.038793      NaN     40.0    16 c    0    1.60 210.91067 54.31166  5713.32  2234.31 2.68 2.50 -61.1 -0.388    19.11 20.35 02a58376o0057c  0x80000           0   18.092616
58376.247461 19.241693      NaN     13.0    20 c    0    0.76 210.91067 54.31166  5736.64  2107.83 2.89 2.78 -67.7 -0.379    19.00 20.36 02a58376o0076c  0x80000           0   21.710429
58520.663770 19.922338      NaN     -6.0    13 c    0    1.01 210.91067 54.31166  4404.02  7838.44 2.59 2.36  19.2 -0.464    19.68 21.60 02a58520o0274c  0x80000           0   15.502991
58520.673685 18.786693      NaN     -8.0    37 c    0    0.98 210.91067 54.31166  4378.43  7798.63 2.64 2.45  19.8 -0.473    18.45 19.41 02a58520o0295c   0x0000           0   37.951848
58576.556729 20.009244      NaN    -11.0    12 c    0    1.28 210.91067 54.31166  7710.42   102.45 2.48 2.09 -59.9 -0.404    19.78 21.80 02a58576o0718c   0x0000           0   14.674561
58576.558102 20.009244      NaN      6.0    10 c    0    1.22 210.91067 54.31166  7977.30  9839.71 2.67 2.50 -64.6 -0.402    19.80 21.82 02a58576o0721c  0x80000           0   13.089795
58576.570795 19.894850      NaN      7.0    11 c    0    1.25 210.91067 54.31166  7952.93  9798.63 2.75 2.52 -54.4 -0.415    19.76 21.80 02a58576o0748c  0x80000           0   13.868769
58576.571708 19.436675      NaN     19.0    14 c    0    1.34 210.91067 54.31166  7687.13    60.77 2.55 2.17 -54.5 -0.394    19.74 21.77 02a58576o0750c   0x0000           0   16.350619
58576.577207 19.529530      NaN     11.0    15 c    0    0.80 210.91067 54.31166  7752.63   140.60 2.57 2.18 -55.4 -0.421    19.76 21.75 02a58576o0762c   0x0000           0   17.214608
58576.578589 20.171596      NaN      1.0    10 c    0    1.57 210.91067 54.31166  8008.04  9879.37 2.83 2.48 -54.2 -0.409    19.73 21.78 02a58576o0765c  0x80000           0   13.089795
58576.591620 19.841877      NaN      3.0    13 c    0    0.89 210.91067 54.31166  8028.62  9762.17 2.90 2.51 -53.5 -0.401    19.67 21.74 02a58576o0792c  0x80000           0   15.502991
58580.533459 19.950541      NaN      8.0    10 c    0    1.25 210.91067 54.31166  7589.37  7876.55 2.64 2.49  45.0 -0.407    19.60 21.43 02a58580o0667c  0x80000           0   13.089795
58580.553444 19.922338      NaN      6.0    11 c    0    1.14 210.91067 54.31166  7622.30  7914.75 2.56 2.54  81.5 -0.405    19.66 21.40 02a58580o0709c  0x80000           0   13.868769
58580.565220 20.009244      NaN     -3.0    12 c    0    0.97 210.91067 54.31166  7643.41  7796.97 2.60 2.53  67.7 -0.409    19.59 21.37 02a58580o0734c  0x80000           0   14.674561
58604.470220 20.039830      NaN      8.0     9 c    0    1.34 210.91067 54.31166  7315.58  3996.15 2.38 2.30  44.7 -0.399    19.60 21.61 02a58604o0438c   0x0000           0   12.342720
58604.485174 19.922338      NaN      9.0    10 c    0    1.24 210.91067 54.31166  7292.46  3956.88 2.37 2.30 -64.7 -0.409    19.59 21.62 02a58604o0470c  0x80000           0   13.089795
58604.494705 19.510313      NaN     18.0    13 c    0    0.85 210.91067 54.31166  7346.18  4031.90 2.41 2.38  49.1 -0.404    19.60 21.58 02a58604o0490c  0x80000           0   15.502991
58604.501777 19.868040      NaN      5.0    12 c    0    0.82 210.91067 54.31166  7368.66  3918.28 2.48 2.38 -61.5 -0.399    19.53 21.55 02a58604o0505c  0x80000           0   14.674561
58612.399959 19.816329      NaN     10.0    11 c    0    0.99 210.91067 54.31166  9085.17  6892.02 2.56 2.46  58.7 -0.421    19.76 21.60 02a58612o0365c  0x80000           0   13.868769
58612.401822 19.743105      NaN     10.0    12 c    0    1.09 210.91067 54.31166  9065.47  6852.30 2.56 2.46  57.5 -0.405    19.79 21.60 02a58612o0369c  0x80000           0   14.674561
58612.407474 19.674510      NaN     13.0    12 c    0    1.08 210.91067 54.31166  9121.66  6932.01 2.57 2.48  79.5 -0.419    19.76 21.61 02a58612o0381c  0x80000           0   14.674561
58612.432540 19.569016      NaN     18.0    12 c    0    1.02 210.91067 54.31166  9131.28  6814.50 2.59 2.47  47.9 -0.462    19.78 21.63 02a58612o0433c  0x80000           0   14.674561
58636.335628 19.766969      NaN     15.0    10 c    0    1.41 210.91067 54.31166  1824.12  7480.63 2.48 2.37 -15.9 -0.429    19.71 21.76 02a58636o0227c  0x80000           0   13.089795
58636.341238 20.103715      NaN     -7.0    11 c    0    0.94 210.91067 54.31166  8755.15  3051.34 2.37 2.27 -63.8 -0.422    19.80 21.76 02a58636o0239c   0x0000           0   13.868769
58636.347261 20.103715      NaN     -4.0    11 c    0    0.73 210.91067 54.31166  8819.29  3140.76 2.44 2.24 -62.3 -0.410    19.80 21.77 02a58636o0252c  0x80000           0   13.868769
58636.365477 19.894850      NaN      7.0    11 c    0    0.84 210.91067 54.31166  8833.70  3021.25 2.46 2.25 -63.6 -0.413    19.75 21.70 02a58636o0291c   0x0000           0   13.868769
58664.300439 20.207197      NaN    -14.0    10 c    0    1.34 210.91067 54.31166  2496.02  1209.72 2.38 2.29 -65.4 -0.433    19.78 21.60 02a58664o0137c  0x80000           0   13.089795
58664.303183 20.207197      NaN     -8.0    10 c    0    1.13 210.91067 54.31166  2475.00  1170.82 2.42 2.27 -59.8 -0.420    19.81 21.61 02a58664o0143c  0x80000           0   13.089795
58664.308728 19.549093      NaN     25.0    10 c    0    1.42 210.91067 54.31166  2532.67  1244.54 2.35 2.28 -78.0 -0.405    19.80 21.64 02a58664o0155c  0x80000           0   13.089795
58664.318819 20.071303      NaN      1.0    11 c    0    0.79 210.91067 54.31166  2553.24  1126.54 2.35 2.23 -75.2 -0.431    19.82 21.68 02a58664o0177c   0x0000           0   13.868769
58668.360430 20.207197      NaN    -16.0    10 c    0    1.23 210.91067 54.31166  6974.43  4779.79 2.58 2.30  40.7 -0.393    19.70 21.53 02a58668o0259c   0x0000           0   13.089795
58668.363476 19.841877      NaN    -14.0    14 c    0    1.23 210.91067 54.31166  6954.81  4739.56 2.61 2.25  40.7 -0.575    19.74 21.50 02a58668o0265c   0x0000           0   16.350619
58668.370013 19.841877      NaN      9.0    11 c    0    1.40 210.91067 54.31166  7010.21  4815.85 2.68 2.25  39.4 -0.390    19.70 21.46 02a58668o0279c   0x0000           0   13.868769
58668.381748 20.009244      NaN      0.0    12 c    0    0.98 210.91067 54.31166  7029.45  4697.64 2.56 2.27  38.1 -0.388    19.72 21.46 02a58668o0304c  0x80000           0   14.674561
58692.299708 20.207197      NaN     -1.0    10 c    0    1.01 210.91067 54.31166  8880.03  5224.15 2.65 2.49  41.4 -0.392    19.68 21.66 02a58692o0140c  0x80000           0   13.089795
58692.302589 20.071303      NaN      4.0    10 c    0    1.52 210.91067 54.31166  8859.81  5184.09 2.64 2.45  38.1 -0.389    19.70 21.66 02a58692o0146c   0x0000           0   13.089795
58692.308687 20.103715      NaN     -4.0    11 c    0    1.17 210.91067 54.31166  8915.43  5263.63 2.53 2.46  53.5 -0.394    19.67 21.63 02a58692o0157c  0x80000           0   13.868769
58692.318540 19.894850      NaN      4.0    12 c    0    1.02 210.91067 54.31166  8933.97  5147.20 2.56 2.44  41.4 -0.392    19.70 21.60 02a58692o0178c   0x0000           0   14.674561
58696.259275 19.743105      NaN     13.0    11 c    0    1.16 210.91067 54.31166  8886.48  5227.30 2.77 2.47 -64.3 -0.398    19.61 21.39 02a58696o0060c  0x80000           0   13.868769
58696.263160 19.894850      NaN      4.0    12 c    0    1.11 210.91067 54.31166  8865.61  5186.88 2.89 2.48 -64.6 -0.397    19.64 21.51 02a58696o0068c   0x0000           0   14.674561
58696.268990 19.950541      NaN      8.0    10 c    0    1.39 210.91067 54.31166  8922.44  5266.92 2.87 2.52 -64.1 -0.401    19.66 21.57 02a58696o0080c  0x80000           0   13.089795
58696.279054 19.766969      NaN      6.0    13 c    0    0.81 210.91067 54.31166  8938.38  5157.29 2.99 2.56 -63.8 -0.397    19.61 21.57 02a58696o0101c  0x80000           0   15.502991
58700.300639 19.287255      NaN     28.0    14 c    0    0.85 210.91067 54.31166  3343.81  7098.88 2.45 2.42   6.5 -0.386    19.55 21.20 02a58700o0151c  0x80000           0   16.350619
58700.303953 20.009244      NaN    -11.0    12 c    0    1.10 210.91067 54.31166  3325.10  7058.85 2.38 2.34  -1.3 -0.391    19.59 21.19 02a58700o0158c  0x80000           0   14.674561
58700.310446 20.009244      NaN     -2.0    12 c    0    1.10 210.91067 54.31166  3381.16  7136.86 2.47 2.37  26.3 -0.380    19.54 21.19 02a58700o0172c  0x80000           0   14.674561
58700.320640 19.609992      NaN     16.0    12 c    0    1.37 210.91067 54.31166  3400.88  7017.92 2.44 2.40  -0.6 -0.390    19.55 21.17 02a58700o0194c  0x80000           0   14.674561
58708.299948 18.382935      NaN     41.0    40 c    0    0.98 210.91067 54.31166  4766.73  3208.80 2.87 2.31  41.6 -0.386    18.22 19.07 02a58708o0161c  0x80000           0   40.882059
58708.302750 18.623526      NaN      6.0    41 c    0    1.04 210.91067 54.31166  4745.68  3170.16 2.82 2.29  42.4 -0.398    18.06 18.90 02a58708o0167c   0x0000           0   41.860993
58708.309789 18.298627      NaN     39.0    45 c    0    1.01 210.91067 54.31166  4805.54  3249.16 2.95 2.35  42.2 -0.375    17.75 18.71 02a58708o0182c   0x0000           0   45.785836
58708.319771 18.675237      NaN    -62.0    41 c    0    0.85 210.91067 54.31166  4826.93  3130.60 2.72 2.33  39.5 -0.400    18.16 18.98 02a58708o0203c   0x0000           0   41.860993
58724.254212 19.549093      NaN     19.0    12 c    0    1.57 210.91067 54.31166  5038.31  4851.38 2.75 2.32  34.2 -0.404    19.58 21.32 02a58724o0081c   0x0000           0   14.674561
58724.257423 19.491430      NaN     22.0    12 c    0    1.40 210.91067 54.31166  5019.81  4813.13 2.64 2.29  38.4 -0.401    19.54 21.31 02a58724o0088c  0x80000           0   14.674561
58724.263511 19.743105      NaN      4.0    14 c    0    0.98 210.91067 54.31166  5074.95  4888.98 2.76 2.32  36.7 -0.393    19.50 21.30 02a58724o0101c  0x80000           0   16.350619
58724.275107 20.009244      NaN    -14.0    12 c    0    1.20 210.91067 54.31166  5095.77  4775.31 2.72 2.32  36.3 -0.394    19.49 21.25 02a58724o0126c   0x0000           0   14.674561
58872.552407 19.791368      NaN      8.0    12 c    0    0.73 210.91067 54.31166  3595.01  5794.36 2.53 2.32  43.9 -0.392    19.85 22.00 02a58872o0760c   0x0000           0   14.674561
58872.555279 20.103715      NaN    -22.0    11 c    0    1.22 210.91067 54.31166  3617.07  5832.18 2.36 2.33 -56.5 -0.411    19.81 21.99 02a58872o0766c  0x80000           0   13.868769
58872.561131 20.207197      NaN     -3.0    10 c    0    0.88 210.91067 54.31166  3559.56  5753.01 2.35 2.31 -49.3 -0.410    19.84 21.99 02a58872o0778c   0x0000           0   13.089795
58872.571799 19.979496      NaN      4.0    11 c    0    0.85 210.91067 54.31166  3529.00  5873.51 2.52 2.31  40.8 -0.393    19.84 22.02 02a58872o0799c  0x80000           0   13.868769
58876.651589 20.009244      NaN    -11.0    12 c    0    1.21 210.91067 54.31166  1955.57  9640.93 2.41 2.33 -38.1 -0.427    19.70 21.82 02a58876o0927c   0x0000           0   14.674561
58876.655266 19.569016      NaN      6.0    16 c    0    1.33 210.91067 54.31166  1974.74  9679.78 2.50 2.37 -43.3 -0.418    19.31 21.31 02a58876o0935c   0x0000           0   18.092616
58876.662978 19.631075      NaN     -6.0    17 c    0    0.71 210.91067 54.31166  1917.08  9600.75 2.45 2.31 -39.5 -0.420    19.30 21.14 02a58876o0951c   0x0000           0   18.982696
58876.669196 18.836735      NaN     16.0    30 c    0    0.98 210.91067 54.31166  1896.03  9717.24 2.46 2.31 -35.2 -0.428    18.50 19.82 02a58876o0963c  0x80000           0   31.166372
58884.593779 19.979496      NaN      7.0    10 c    0    1.14 210.91067 54.31166  5083.50  1946.13 2.49 2.27  50.3 -0.395    19.82 21.99 02a58884o0827c  0x80000           0   13.089795
58884.596741 19.816329      NaN     13.0    10 c    0    1.18 210.91067 54.31166  5108.24  1981.58 2.44 2.20 -61.4 -0.403    19.85 21.98 02a58884o0833c  0x80000           0   13.089795
58884.605408 20.103715      NaN     -1.0    11 c    0    0.94 210.91067 54.31166  5053.06  1905.19 2.47 2.26 -62.8 -0.402    19.81 21.98 02a58884o0851c  0x80000           0   13.868769
58884.615927 20.449472      NaN      0.0     8 c    0    1.73 210.91067 54.31166  5031.44  2023.98 2.43 2.26  52.4 -0.400    19.81 21.99 02a58884o0873c  0x80000           0   11.633690
58900.591861 19.652575      NaN     14.0    12 c    0    1.31 210.91067 54.31166  7244.96  3484.83 2.54 2.48  70.9 -0.387    19.55 21.59 02a58900o0772c  0x80000           0   14.674561
58900.593725 19.510313      NaN     18.0    13 c    0    0.95 210.91067 54.31166  7266.96  3516.62 2.56 2.43 -67.8 -0.391    19.32 21.32 02a58900o0776c   0x0000           0   15.502991
58900.597390 19.922338      NaN    -30.0    13 c    0    1.72 210.91067 54.31166  7208.97  3445.02 2.87 2.78 -67.5 -0.394    19.29 21.41 02a58900o0783c   0x0000           0   15.502991
58900.608099 19.436675      NaN     22.0    13 c    0    0.68 210.91067 54.31166  3395.83  7019.50 2.76 2.65 -56.4 -0.386    19.52 21.66 02a58900o0803c  0x80000           0   15.502991
58932.513609 20.103715      NaN     -4.0    11 c    0    1.15 210.91067 54.31166  3625.10  8753.72 2.67 2.33 -51.9 -0.412    19.73 21.71 02a58932o0633c  0x80000           0   13.868769
58932.516828 19.569016      NaN     18.0    12 c    0    1.05 210.91067 54.31166  3606.27  8714.32 2.70 2.37 -52.4 -0.412    19.70 21.70 02a58932o0640c  0x80000           0   14.674561
58932.522331 19.743105      NaN     13.0    11 c    0    1.48 210.91067 54.31166  3661.04  8790.05 2.66 2.29 -51.7 -0.416    19.71 21.69 02a58932o0652c  0x80000           0   13.868769
58932.532128 19.631075      NaN     12.0    13 c    0    1.20 210.91067 54.31166  3679.61  8672.86 2.64 2.33 -52.4 -0.413    19.72 21.67 02a58932o0673c  0x80000           0   15.502991
58956.480280 20.207197      NaN     -8.0    10 c    0    1.33 210.91067 54.31166   395.25  1405.29 2.72 2.33 -57.7 -0.410    19.70 21.69 02a58956o0530c   0x0000           0   13.089795
58956.483493 20.039830      NaN      5.0    10 c    0    1.08 210.91067 54.31166   374.69  1366.43 2.74 2.36 -59.2 -0.412    19.68 21.70 02a58956o0537c   0x0000           0   13.089795
58956.489223 20.009244      NaN    -12.0    12 c    0    0.94 210.91067 54.31166   434.50  1436.05 2.73 2.35 -57.8 -0.413    19.70 21.68 02a58956o0549c   0x0000           0   14.674561
58956.499532 19.816329      NaN     19.0     8 c    0    2.12 210.91067 54.31166   454.45  1314.83 2.77 2.39 -59.4 -0.415    19.66 21.63 02a58956o0570c  0x80000           0   11.633690
58960.425104 20.009244      NaN     -4.0    12 c    0    1.03 210.91067 54.31166 10192.54  9172.25 2.96 2.81  45.3 -0.373    19.66 21.55 02a58960o0416c   0x0000           0   14.674561
58960.428590 20.207197      NaN     -3.0    10 c    0    1.38 210.91067 54.31166   366.63  1370.11 2.56 2.33 -59.1 -0.412    19.70 21.56 02a58960o0423c  0x80000           0   13.089795
58960.434799 19.950541      NaN      8.0    10 c    0    1.57 210.91067 54.31166   427.29  1440.69 2.48 2.33 -57.5 -0.416    19.72 21.56 02a58960o0436c  0x80000           0   13.089795
58960.471580 20.207197      NaN      0.0    10 c    0    1.24 210.91067 54.31166   452.78  1317.23 2.37 2.29  76.2 -0.421    19.72 21.63 02a58960o0459c   0x0000           0   13.089795
58964.430982 18.796518      NaN     32.0    26 c    0    0.90 210.91067 54.31166  7130.20  6912.56 2.52 2.46 -82.1 -0.404    18.74 20.40 02a58964o0427c   0x0000           0   27.337570
58964.434180 18.323878      NaN     50.0    40 c    0    1.12 210.91067 54.31166  7111.50  6872.99 2.54 2.51  85.3 -0.397    18.18 19.79 02a58964o0434c   0x0000           0   40.882059
58964.440185 19.510313      NaN     -2.0    19 c    0    0.97 210.91067 54.31166  7167.71  6952.45 2.64 2.59 -70.3 -0.392    19.01 20.86 02a58964o0447c  0x80000           0   20.792853
