         MJD         m  dm    uJy  duJy   F  err  chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask   duJy_new
57396.587948 19.271854 NaN   17.0  18.0   c  0.0   1.25 210.89922 54.30498  7737.69  2270.08 3.99 3.60   7.8 -0.427    19.59 21.57 02a57396o0607c  0x80000  19.883228
57396.598947 19.631075 NaN  -10.0  17.0   c  0.0   1.11 210.89922 54.30498  7451.29  1697.09 4.10 3.60   5.0 -0.444    19.60 21.58 02a57396o0625c  0x80000  18.982696
57396.614233 18.590371 NaN   28.0  35.0   c  0.0   1.06 210.89922 54.30498  8265.00  2841.16 3.80 3.60  20.3 -0.418    19.60 21.56 02a57396o0650c  0x80000  36.004760
57396.627717 18.197417 NaN   56.0  45.0   c  0.0   0.90 210.89922 54.30498  8527.39  1080.01 4.32 3.66  11.1 -0.431    19.59 21.57 02a57396o0672c  0x80000  45.785836
57424.598946 19.510313 NaN  -18.0  19.0   c  0.0   1.03 210.89922 54.30498  8236.24  1596.07 4.32 3.76  10.2 -0.439    19.70 21.79 02a57424o0633c  0x80000  20.792853
57424.604067 19.002397 NaN   31.0  20.0   c  0.0   0.84 210.89922 54.30498  8500.25  2166.15 4.25 3.83  15.1 -0.423    19.68 21.79 02a57424o0641c  0x80000  21.710429
57424.621336 19.696897 NaN  -62.0  16.0   c  0.0   1.20 210.89922 54.30498  7344.85  2783.49 4.01 3.71   9.8 -0.415    19.70 21.79 02a57424o0667c  0x80000  18.092616
57424.633626 19.631075 NaN  -21.0  17.0   c  0.0   0.91 210.89922 54.30498  7267.79  2877.31 3.96 3.67  11.3 -0.417    19.70 21.79 02a57424o0685c   0x0000  18.982696
57448.521048 18.944322 NaN   24.0  24.0   c  0.0   0.95 210.89922 54.30498  7902.85  1786.91 3.99 3.65  14.9 -0.450    19.26 20.81 02a57448o0458c  0x80000  25.442931
57448.543577 19.256669 NaN    3.0  23.0   c  0.0   0.95 210.89922 54.30498  8194.85  2367.22 3.94 3.73  23.1 -0.439    19.21 20.77 02a57448o0497c   0x0000  24.501893
57448.565924 19.128787 NaN   15.0  22.0   c  0.0   1.09 210.89922 54.30498  7054.00  2989.16 4.37 3.91  -1.3 -0.388    19.09 20.75 02a57448o0536c  0x80000  23.565711
57448.596475 19.401649 NaN  -11.0  21.0   c  0.0   1.15 210.89922 54.30498  3374.13  7808.86 3.87 3.61 -70.5 -0.422    19.20 20.80 02a57448o0592c  0x80000  22.634989
57449.515332 19.454622 NaN  -15.0  20.0   c  0.0   1.02 210.89922 54.30498  8139.60  1737.59 4.04 3.63  15.4 -0.461    19.45 21.19 02a57449o0610c  0x80000  21.710429
57449.538360 19.491430 NaN    4.0  18.0   c  0.0   1.13 210.89922 54.30498  8438.01  2315.44 3.82 3.59  30.5 -0.456    19.42 21.11 02a57449o0650c  0x80000  19.883228
57449.558557 19.076453 NaN   19.0  22.0   c  0.0   0.77 210.89922 54.30498  7297.42  2942.79 3.78 3.62  14.8 -0.427    19.39 21.07 02a57449o0688c  0x80000  23.565711
57449.570520 19.510313 NaN  -30.0  19.0   c  0.0   1.05 210.89922 54.30498  7279.28  2882.13 3.75 3.57  18.0 -0.439    19.39 21.06 02a57449o0709c   0x0000  20.792853
57458.509881 19.351140 NaN    9.0  19.0   c  0.0   0.94 210.89922 54.30498  8222.12  1590.15 4.31 3.77  15.3 -0.446    19.65 21.70 02a57458o0606c  0x80000  20.792853
57458.513259 19.454622 NaN  -14.0  20.0   c  0.0   0.86 210.89922 54.30498  8508.01  2158.91 4.20 3.90  23.7 -0.426    19.61 21.68 02a57458o0613c  0x80000  21.710429
57458.536888 19.569016 NaN   -8.0  18.0   c  0.0   1.02 210.89922 54.30498  7380.92  2784.27 4.12 3.83   1.9 -0.402    19.60 21.68 02a57458o0653c  0x80000  19.883228
57458.567769 19.569016 NaN  -17.0  18.0   c  0.0   0.90 210.89922 54.30498  3370.43  7806.77 3.85 3.61 -73.0 -0.421    19.64 21.68 02a57458o0708c   0x0000  19.883228
57488.426551 19.076453 NaN   28.0  19.0   c  0.0   1.05 210.89922 54.30498  8354.48  1662.47 4.31 3.81  20.0 -0.477    19.60 21.59 02a57488o0373c  0x80000  20.792853
