         MJD         m       dm  uJy  duJy F  err  chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask   duJy_new
57396.587948 19.384550      NaN    4    20 c    0   0.89 210.91687 54.30293  7757.81  2273.43 3.99 3.60   8.0 -0.427    19.59 21.57 02a57396o0607c  0x80000  21.710429
57396.598947 19.631075      NaN    0    17 c    0   1.30 210.91687 54.30293  7471.39  1700.52 4.09 3.60   5.2 -0.444    19.60 21.58 02a57396o0625c  0x80000  18.982696
57396.614233 18.757738      NaN    0    38 c    0   0.87 210.91687 54.30293  8285.16  2844.38 3.80 3.60  20.6 -0.418    19.60 21.56 02a57396o0650c  0x80000  38.927403
57396.627717 18.702047      NaN  -23    40 c    0   1.01 210.91687 54.30293  8547.63  1083.14 4.32 3.66  11.2 -0.431    19.59 21.57 02a57396o0672c  0x80000  40.882059
57424.598946 19.631075      NaN  -13    17 c    0   1.24 210.91687 54.30293  8256.43  1599.30 4.31 3.76  10.4 -0.440    19.70 21.79 02a57424o0633c  0x80000  18.982696
57424.604067 19.569016      NaN   -1    18 c    0   0.95 210.91687 54.30293  8520.45  2169.31 4.24 3.83  15.3 -0.423    19.68 21.79 02a57424o0641c  0x80000  19.883228
57424.621336 19.419021      NaN   11    17 c    0   0.85 210.91687 54.30293  7364.92  2786.97 4.01 3.71  10.0 -0.415    19.70 21.79 02a57424o0667c  0x80000  18.982696
57424.633626 19.696897      NaN   -1    16 c    0   1.01 210.91687 54.30293  7287.85  2880.81 3.96 3.67  11.6 -0.417    19.70 21.79 02a57424o0685c   0x0000  18.092616
57448.521048 19.038793      NaN   16    24 c    0   0.88 210.91687 54.30293  7923.00  1790.22 3.99 3.65  15.2 -0.449    19.26 20.81 02a57448o0458c  0x80000  25.442931
57448.543577 19.351140      NaN  -10    22 c    0   0.87 210.91687 54.30293  8215.01  2370.46 3.93 3.73  23.5 -0.440    19.21 20.77 02a57448o0497c   0x0000  23.565711
57448.565924 19.142275      NaN   11    23 c    0   0.96 210.91687 54.30293  7074.03  2992.71 4.37 3.91  -1.2 -0.388    19.09 20.75 02a57448o0536c  0x80000  24.501893
57448.596475 19.169763      NaN   12    22 c    0   1.01 210.91687 54.30293  3354.06  7805.38 3.87 3.61 -70.3 -0.421    19.20 20.80 02a57448o0592c  0x80000  23.565711
57449.515332 19.454622      NaN   -6    20 c    0   1.19 210.91687 54.30293  8159.77  1740.83 4.04 3.63  15.6 -0.462    19.45 21.19 02a57449o0610c  0x80000  21.710429
57449.538360 19.569016      NaN   -2    18 c    0   0.95 210.91687 54.30293  8458.20  2318.61 3.82 3.59  31.0 -0.456    19.42 21.11 02a57449o0650c  0x80000  19.883228
