         MJD         m       dm     uJy    duJy   F  err   chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask     duJy_new
57535.363162 17.751519      NaN    93.0    65.0   o  0.0    0.65 210.89922 54.31833  2513.78  8253.93 3.85 3.45 -67.3 -0.476    18.26 19.82 02a57535o0278o 0x400600    65.906413
57535.369944 18.847027      NaN     3.0    34.0   o  0.0    0.92 210.89922 54.31833  2527.81  8137.02 3.84 3.44 -66.0 -0.459    18.86 20.44 02a57535o0292o  0x80000    35.702315
57535.380630 19.212347      NaN   -53.0    25.0   o  0.0    1.10 210.89922 54.31833  2493.47  8203.84 3.84 3.47 -62.5 -0.454    19.07 20.70 02a57535o0313o  0x80000    27.270044
57568.311481 18.867907      NaN    28.0    25.0   o  0.0    1.12 210.89922 54.31833  2691.11  7894.80 3.89 3.50 -65.9 -0.471    19.04 20.65 02a57568o0155o   0x0000    27.270044
57568.321807 18.921935      NaN    26.0    24.0   o  0.0    1.21 210.89922 54.31833  2679.36  7852.60 3.77 3.41 -65.7 -0.475    19.08 20.69 02a57568o0176o   0x0000    26.356315
57568.337986 18.921935      NaN    11.0    29.0   o  0.0    0.89 210.89922 54.31833  2735.25  7926.98 3.85 3.46 -62.7 -0.470    19.09 20.74 02a57568o0209o  0x80000    30.978304
57568.343307 18.944322      NaN    27.0    23.0   o  0.0    1.07 210.89922 54.31833  2746.86  7808.99 3.78 3.38 -67.0 -0.461    19.12 20.79 02a57568o0220o   0x0000    25.449073
57568.356106 18.776955      NaN    46.0    22.0   o  0.0    1.21 210.89922 54.31833  2713.76  7868.77 3.76 3.39 -64.5 -0.462    19.13 20.81 02a57568o0246o   0x0000    24.549039
57589.280444 17.809593      NaN    84.0    63.0   o  0.0    1.06 210.89922 54.31833  2893.18  9850.69 3.78 3.57 -43.3 -0.496    18.28 19.15 02a57589o0116o   0x0000    63.934774
57589.288075 13.851378      NaN  3141.0  2439.0   o  0.0    0.07 210.89922 54.31833  1709.82    44.64 5.06 3.13  -8.4 -0.495    18.20 19.05 02a57589o0131o 0x400802  2439.024324
57589.293601 18.000411      NaN    40.0    63.0   o  0.0    1.31 210.89922 54.31833  2869.06  9810.82 3.80 3.56 -47.6 -0.508    18.19 19.03 02a57589o0142o   0x0000    63.934774
57598.263361 18.990530      NaN    20.0    24.0   o  0.0    1.14 210.89922 54.31833  3949.05  8887.64 4.11 3.89 -68.6 -0.436    19.08 20.79 02a57598o0056o  0x80000    26.356315
57598.273753 18.944322      NaN    18.0    26.0   o  0.0    0.94 210.89922 54.31833  3924.96  8847.96 4.32 3.97 -67.5 -0.422    19.06 20.87 02a57598o0077o  0x80000    28.189632
57598.286435 19.115465      NaN     4.0    26.0   o  0.0    0.96 210.89922 54.31833  3979.71  8924.16 4.27 3.92 -69.0 -0.436    19.06 20.87 02a57598o0103o  0x80000    28.189632
57598.302465 18.944322      NaN     6.0    30.0   o  0.0    0.90 210.89922 54.31833  4002.65  8802.28 4.60 4.18 -71.5 -0.416    18.98 20.86 02a57598o0136o  0x80000    31.916380
57598.311407 18.944322      NaN    -7.0    32.0   o  0.0    0.73 210.89922 54.31833  3969.66  8862.56 4.57 4.15 -69.6 -0.449    18.96 20.84 02a57598o0154o  0x80000    33.803185
57613.253769 18.702047      NaN   -37.0    40.0   o  0.0    0.87 210.89922 54.31833  2780.82  8684.08 3.66 3.62  53.6 -0.444    18.68 20.28 02a57613o0050o   0x0000    41.456668
57613.267021 18.073966      NaN   100.0    38.0   o  0.0    1.02 210.89922 54.31833  1664.24  8688.35 3.77 3.73 -75.5 -0.456    18.65 20.29 02a57613o0075o   0x0000    39.530435
57613.286519 18.649074      NaN   -88.0    42.0   o  0.0    0.99 210.89922 54.31833  1715.88  8760.92 3.80 3.67 -55.6 -0.451    18.59 20.15 02a57613o0111o  0x80000    43.389576
57613.295862 18.467034      NaN    32.0    39.0   o  0.0    1.22 210.89922 54.31833  1737.97  8640.18 3.71 3.55 -52.8 -0.467    18.58 20.10 02a57613o0129o  0x80000    40.492658
57613.300693 18.649074      NaN   -12.0    42.0   o  0.0    1.11 210.89922 54.31833  1701.92  8699.90 3.62 3.45 -57.5 -0.469    18.58 20.04 02a57613o0138o  0x80000    43.389576
57617.259169 17.707197      NaN    39.0    87.0   o  0.0    1.40 210.89922 54.31833 10280.57  8546.36 4.93 3.22  87.6 -0.485    18.31 19.62 02a57617o0071o  0x80000    87.679275
57617.268637 17.368040      NaN    92.0   106.0   o  0.0    0.86 210.89922 54.31833 10254.94  8504.57 4.96 3.23  87.5 -0.492    18.29 19.58 02a57617o0089o   0x0000   106.558225
57617.277966 17.845990      NaN   -27.0    88.0   o  0.0    1.07 210.89922 54.31833  1077.59  8450.29 4.05 3.29 -57.1 -0.519    18.16 19.35 02a57617o0107o   0x0000    88.671615
57617.285399 17.707197      NaN   -84.0   100.0   o  0.0    1.33 210.89922 54.31833 10310.23  8584.96 5.18 3.23  87.7 -0.478    18.23 19.49 02a57617o0121o   0x0000   100.591527
57617.296271 17.613631      NaN   -18.0   109.0   o  0.0    1.02 210.89922 54.31833 10331.10  8467.93 5.23 3.27  86.9 -0.446    18.20 19.42 02a57617o0142o  0x80000   109.542938
57617.300548 17.271805      NaN    46.0   134.0   o  0.0    0.83 210.89922 54.31833 10284.65  8522.62 5.28 3.28  89.7 -0.514    18.18 19.42 02a57617o0150o   0x0000   134.442015
