         MJD         m       dm     uJy    duJy   F  err    chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask     duJy_new
57233.262703 18.158337      NaN    24.0    58.0   o  0.0     1.21 210.89448 54.31166  2847.57  8517.22 3.57 3.45 -66.1 -0.436    18.44 19.38 02a57233o0013o   0x0000    59.014027
57233.282702 18.261819      NaN   -61.0    60.0   o  0.0     1.35 210.89448 54.31166  2833.31  8525.85 3.53 3.35 -63.6 -0.453    18.41 19.29 02a57233o0029o   0x0000    60.980778
57365.645360 18.910912      NaN   -12.0    33.0   o  0.0     0.86 210.89448 54.31166  7573.95  2251.41 4.37 3.89   4.4 -0.435    18.89 20.47 02a57365o0696o  0x80000    34.751336
57365.663252 18.431198      NaN    10.0    48.0   o  0.0     1.60 210.89448 54.31166  7318.17  1681.60 4.14 3.57   3.4 -0.484    18.19 18.98 02a57365o0723o   0x0000    49.220477
57386.594331 18.978793      NaN   -27.0    31.0   o  0.0     1.06 210.89448 54.31166  7571.75  2247.71 3.85 3.33  10.7 -0.515    18.84 20.09 02a57386o0639o  0x80000    32.858109
57386.602983 18.944322      NaN   -32.0    32.0   o  0.0     1.00 210.89448 54.31166  7301.29  1672.85 4.12 3.41   6.0 -0.512    18.83 20.09 02a57386o0653o  0x80000    33.803185
57386.614803 18.729535      NaN    18.0    33.0   o  0.0     0.91 210.89448 54.31166  8134.06  2816.69 3.84 3.55  21.6 -0.476    18.88 20.21 02a57386o0669o   0x0000    34.751336
57386.624437 18.816441      NaN   -16.0    36.0   o  0.0     0.85 210.89448 54.31166  8416.75  1053.79 4.33 3.39  13.2 -0.527    18.93 20.24 02a57386o0683o  0x80000    37.611904
57387.583683 19.128787      NaN   -40.0    27.0   o  0.0     1.23 210.89448 54.31166  7574.68  2245.65 3.69 3.44   6.6 -0.483    18.92 19.99 02a57387o0634o  0x80000    29.114521
57387.591656 19.063754      NaN     2.0    28.0   o  0.0     1.23 210.89448 54.31166  7304.31  1669.38 3.91 3.43   2.1 -0.498    18.95 20.02 02a57387o0647o   0x0000    30.044223
57387.605357 18.826541      NaN    14.0    31.0   o  0.0     1.40 210.89448 54.31166  8135.21  2812.34 3.58 3.45  28.4 -0.475    18.97 20.08 02a57387o0661o   0x0000    32.858109
57387.612122 18.174913      NaN    81.0    38.0   o  0.0     1.01 210.89448 54.31166  8417.99  1048.20 4.02 3.42   9.8 -0.516    19.01 20.11 02a57387o0672o   0x0000    39.530435
57409.597826 18.298627      NaN   -95.0    58.0   o  0.0     1.05 210.89448 54.31166  8154.19  1666.13 3.87 3.50  12.3 -0.489    18.59 19.61 02a57409o0642o   0x0000    59.014027
57409.623123 18.534680      NaN     2.0    46.0   o  0.0     0.81 210.89448 54.31166  8442.47  2250.30 3.53 3.41  32.2 -0.505    18.69 19.72 02a57409o0679o  0x80000    47.272141
57409.630689 18.878500      NaN   -60.0    34.0   o  0.0     1.10 210.89448 54.31166  7610.14  1109.56 3.82 3.36   4.9 -0.512    18.73 19.78 02a57409o0690o   0x0000    35.702315
57409.635100 19.089302      NaN   -29.0    28.0   o  0.0     1.22 210.89448 54.31166  7301.90  2874.05 3.50 3.41  24.7 -0.458    18.75 19.82 02a57409o0697o   0x0000    30.044223
57414.610678 18.878500      NaN   -90.0    34.0   o  0.0     1.03 210.89448 54.31166  8080.83  1933.48 3.87 3.44  11.7 -0.492    18.77 19.88 02a57414o0661o   0x0000    35.702315
57414.627553 18.910912      NaN   -28.0    33.0   o  0.0     1.05 210.89448 54.31166  8368.43  2512.82 3.68 3.48  23.6 -0.478    18.77 19.88 02a57414o0687o   0x0000    34.751336
57414.645156 19.014394      NaN   -44.0    30.0   o  0.0     1.04 210.89448 54.31166  7235.40  3133.42 3.52 3.40  20.3 -0.458    18.78 19.88 02a57414o0714o   0x0000    31.916380
57414.661382 19.128787      NaN   -60.0    27.0   o  0.0     1.25 210.89448 54.31166  7307.99  2885.06 3.55 3.35  18.3 -0.468    18.77 19.85 02a57414o0740o   0x0000    29.114521
57418.601312 19.302877      NaN     0.0    23.0   o  0.0     1.28 210.89448 54.31166  8249.92  1955.57 3.77 3.48  14.6 -0.479    19.19 20.72 02a57418o0642o   0x0000    25.449073
57418.622559 19.256669      NaN   -43.0    24.0   o  0.0     1.09 210.89448 54.31166  8530.22  2532.50 3.76 3.63  37.4 -0.450    19.14 20.72 02a57418o0674o  0x80000    26.356315
57418.640915 19.454622      NaN   -17.0    20.0   o  0.0     1.39 210.89448 54.31166  7414.92  3156.43 3.55 3.48  25.1 -0.436    19.18 20.73 02a57418o0701o  0x80000    22.774006
57418.657638 19.302877      NaN   -11.0    23.0   o  0.0     1.22 210.89448 54.31166  7318.11  2891.07 3.90 3.75  18.4 -0.420    19.06 20.63 02a57418o0727o  0x80000    25.449073
57419.602717 19.115465      NaN    13.0    23.0   o  0.0     1.06 210.89448 54.31166  7945.11  1399.74 4.13 3.58   7.1 -0.478    19.30 21.02 02a57419o0615o  0x80000    25.449073
57419.622718 19.454622      NaN    -7.0    20.0   o  0.0     1.22 210.89448 54.31166  8226.19  1982.93 3.84 3.51  15.6 -0.479    19.33 21.02 02a57419o0644o  0x80000    22.774006
57419.638318 19.302877      NaN     6.0    21.0   o  0.0     1.10 210.89448 54.31166  7102.53  2598.47 3.78 3.54   9.8 -0.445    19.30 21.20 02a57419o0668o   0x0000    23.657035
57419.655984 18.910912      NaN    39.0    20.0   o  0.0     1.12 210.89448 54.31166  7321.21  2887.52 3.78 3.61  13.9 -0.433    19.30 21.01 02a57419o0695o  0x80000    22.774006
57440.518111 18.280067      NaN     6.0    57.0   o  0.0     1.23 210.89448 54.31166  8326.06  1384.45 4.29 3.46  13.1 -0.539    18.27 18.98 02a57440o0547o  0x80000    58.031503
57440.529939 18.438271      NaN   -45.0    51.0   o  0.0     1.00 210.89448 54.31166  8612.08  1961.65 3.98 3.44  21.5 -0.545    18.27 18.97 02a57440o0569o   0x0000    52.150315
