         MJD         m       dm      uJy    duJy   F  err  chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask     duJy_new
57233.262703 18.356290      NaN     -7.0    55.0   o  0.0   2.06 210.92212 54.31833  2816.56  8531.23 3.57 3.45 -65.8 -0.436    18.44 19.38 02a57233o0013o   0x0000    56.068309
57233.282702 17.725445      NaN    130.0    55.0   o  0.0   2.14 210.92212 54.31833  2802.30  8539.87 3.53 3.35 -63.3 -0.452    18.41 19.29 02a57233o0029o   0x0000    56.068309
57365.645360 19.089302      NaN   -155.0    28.0   o  0.0   1.52 210.92212 54.31833  7604.95  2237.50 4.38 3.89   4.7 -0.436    18.89 20.47 02a57365o0696o  0x80000    30.044223
57365.663252 18.226218      NaN    -13.0    62.0   o  0.0   0.90 210.92212 54.31833  7349.22  1667.76 4.14 3.57   3.6 -0.484    18.19 18.98 02a57365o0723o   0x0000    62.949625
57386.594331 19.051202      NaN   -132.0    29.0   o  0.0   2.06 210.92212 54.31833  7602.75  2233.79 3.86 3.33  10.9 -0.516    18.84 20.09 02a57386o0639o  0x80000    30.978304
57386.602983 18.944322      NaN   -137.0    32.0   o  0.0   1.28 210.92212 54.31833  7332.34  1659.01 4.12 3.41   6.2 -0.513    18.83 20.09 02a57386o0653o  0x80000    33.803185
57386.614803 18.910912      NaN    -45.0    33.0   o  0.0   1.13 210.92212 54.31833  8165.00  2802.58 3.84 3.55  21.8 -0.476    18.88 20.21 02a57386o0669o   0x0000    34.751336
57386.624437 18.847027      NaN   -227.0    35.0   o  0.0   1.31 210.92212 54.31833  8447.81  1039.39 4.34 3.39  13.4 -0.526    18.93 20.24 02a57386o0683o  0x80000    36.655904
57387.583683 18.657725      NaN     44.0    27.0   o  0.0   1.55 210.92212 54.31833  7605.67  2231.73 3.69 3.44   6.9 -0.483    18.92 19.99 02a57387o0634o  0x80000    29.114521
57387.591656 18.675237      NaN     39.0    28.0   o  0.0   1.38 210.92212 54.31833  7335.36  1655.54 3.91 3.43   2.3 -0.498    18.95 20.02 02a57387o0647o   0x0000    30.044223
57387.605357 18.878500      NaN    -30.0    34.0   o  0.0   1.33 210.92212 54.31833  8166.15  2798.23 3.58 3.45  28.6 -0.476    18.97 20.08 02a57387o0661o   0x0000    35.702315
57387.612122 18.729535      NaN    -19.0    39.0   o  0.0   1.01 210.92212 54.31833  8449.05  1033.80 4.02 3.42  10.0 -0.517    19.01 20.11 02a57387o0672o   0x0000    40.492658
57409.597826 17.976960      NaN     54.0    60.0   o  0.0   0.89 210.92212 54.31833  8185.21  1651.93 3.88 3.50  12.4 -0.489    18.59 19.61 02a57409o0642o   0x0000    60.980778
57409.623123 18.550302      NaN   -170.0    46.0   o  0.0   1.14 210.92212 54.31833  8473.46  2236.04 3.54 3.41  32.4 -0.506    18.69 19.72 02a57409o0679o  0x80000    47.272141
