         MJD         m       dm     uJy    duJy   F  err  chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask     duJy_new
57233.262703 18.068904      NaN     2.0    71.0   o  0.0   0.83 210.91687 54.32038  2822.61  8535.03 3.57 3.45 -65.8 -0.436    18.44 19.38 02a57233o0013o   0x0000    71.830741
57233.282702 18.163834      NaN    11.0    62.0   o  0.0   1.44 210.91687 54.32038  2808.35  8543.66 3.53 3.35 -63.3 -0.453    18.41 19.29 02a57233o0029o   0x0000    62.949625
57365.645360 18.748255      NaN    25.0    30.0   o  0.0   1.47 210.91687 54.32038  7598.90  2233.69 4.38 3.89   4.6 -0.436    18.89 20.47 02a57365o0696o  0x80000    31.916380
57365.663252 18.267867      NaN    20.0    53.0   o  0.0   1.18 210.91687 54.32038  7343.19  1663.92 4.14 3.57   3.6 -0.484    18.19 18.98 02a57365o0723o   0x0000    54.107812
57386.594331 18.558199      NaN    53.0    28.0   o  0.0   1.93 210.91687 54.32038  7596.70  2229.99 3.86 3.33  10.8 -0.516    18.84 20.09 02a57386o0639o  0x80000    30.044223
57386.602983 19.051202      NaN     0.0    29.0   o  0.0   1.64 210.91687 54.32038  7326.31  1655.17 4.12 3.41   6.2 -0.513    18.83 20.09 02a57386o0653o  0x80000    30.978304
57386.614803 18.748255      NaN    16.0    33.0   o  0.0   1.15 210.91687 54.32038  8158.92  2798.82 3.84 3.55  21.6 -0.476    18.88 20.21 02a57386o0669o   0x0000    34.751336
57386.624437 18.757738      NaN    12.0    34.0   o  0.0   1.49 210.91687 54.32038  8441.70  1035.63 4.34 3.39  13.3 -0.526    18.93 20.24 02a57386o0683o  0x80000    35.702315
57387.583683 18.534680      NaN    62.0    26.0   o  0.0   1.44 210.91687 54.32038  7599.62  2227.92 3.69 3.44   6.8 -0.483    18.92 19.99 02a57387o0634o  0x80000    28.189632
57387.591656 18.657725      NaN    32.0    31.0   o  0.0   1.11 210.91687 54.32038  7329.32  1651.70 3.91 3.43   2.3 -0.498    18.95 20.02 02a57387o0647o   0x0000    32.858109
57387.605357 18.317510      NaN    66.0    35.0   o  0.0   1.13 210.91687 54.32038  8160.07  2794.47 3.59 3.45  28.3 -0.476    18.97 20.08 02a57387o0661o   0x0000    36.655904
57387.612122 18.598565      NaN    24.0    36.0   o  0.0   1.25 210.91687 54.32038  8442.94  1030.04 4.03 3.42   9.9 -0.516    19.01 20.11 02a57387o0672o   0x0000    37.611904
57409.597826 17.755295      NaN   116.0    57.0   o  0.0   0.93 210.91687 54.32038  8179.13  1648.15 3.88 3.50  12.4 -0.490    18.59 19.61 02a57409o0642o   0x0000    58.031503
57409.623123 18.396507      NaN    33.0    42.0   o  0.0   1.34 210.91687 54.32038  8467.36  2232.29 3.54 3.41  32.1 -0.506    18.69 19.72 02a57409o0679o  0x80000    43.389576
