         MJD         m       dm  uJy  duJy F  err  chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask   duJy_new
57396.587948 18.978793      NaN   36    19 c    0   1.54 210.91687 54.32038  7756.92  2239.49 4.00 3.60   7.8 -0.428    19.59 21.57 02a57396o0607c  0x80000  20.792853
57396.598947 19.510313      NaN  -23    19 c    0   1.88 210.91687 54.32038  7470.63  1666.50 4.10 3.60   5.1 -0.444    19.60 21.58 02a57396o0625c  0x80000  20.792853
57396.614233 18.214605      NaN   71    39 c    0   1.12 210.91687 54.32038  8284.05  2810.49 3.80 3.60  20.0 -0.419    19.60 21.56 02a57396o0650c  0x80000  39.904169
57396.627717 18.566153      NaN    4    44 c    0   1.08 210.91687 54.32038  8546.53  1048.99 4.33 3.66  11.1 -0.431    19.59 21.57 02a57396o0672c  0x80000  44.803379
57424.598946 19.063754      NaN   29    19 c    0   1.41 210.91687 54.32038  8255.42  1565.24 4.33 3.76  10.3 -0.440    19.70 21.79 02a57424o0633c  0x80000  20.792853
57424.604067 19.128787      NaN   24    19 c    0   1.61 210.91687 54.32038  8519.31  2135.33 4.25 3.83  15.1 -0.423    19.68 21.79 02a57424o0641c  0x80000  20.792853
57424.621336 18.944322      NaN   42    18 c    0   1.77 210.91687 54.32038  7364.20  2753.09 4.02 3.71   9.8 -0.416    19.70 21.79 02a57424o0667c  0x80000  19.883228
57424.633626 19.367717      NaN   14    17 c    0   1.29 210.91687 54.32038  7287.16  2846.95 3.97 3.67  11.3 -0.418    19.70 21.79 02a57424o0685c   0x0000  18.982696
57448.521048 19.089302      NaN   18    22 c    0   1.41 210.91687 54.32038  7922.08  1756.20 4.00 3.65  14.9 -0.450    19.26 20.81 02a57448o0458c  0x80000  23.565711
57448.543577 19.351140      NaN   -7    22 c    0   1.62 210.91687 54.32038  8213.97  2336.51 3.94 3.73  22.8 -0.441    19.21 20.77 02a57448o0497c   0x0000  23.565711
57448.565924 19.256669      NaN   -6    24 c    0   1.24 210.91687 54.32038  7073.42  2958.86 4.38 3.91  -1.1 -0.389    19.09 20.75 02a57448o0536c  0x80000  25.442931
57448.596475 19.351140      NaN   -1    22 c    0   1.70 210.91687 54.32038  3354.78  7839.27 3.87 3.61 -70.4 -0.422    19.20 20.80 02a57448o0592c  0x80000  23.565711
57449.515332 19.401649      NaN  -22    21 c    0   1.50 210.91687 54.32038  8158.77  1706.80 4.05 3.63  15.4 -0.462    19.45 21.19 02a57449o0610c  0x80000  22.634989
57449.538360 19.063754      NaN   23    21 c    0   1.25 210.91687 54.32038  8457.07  2284.65 3.82 3.59  30.2 -0.457    19.42 21.11 02a57449o0650c  0x80000  22.634989
57449.558557 19.076453      NaN   25    20 c    0   1.47 210.91687 54.32038  7316.77  2912.41 3.78 3.62  14.8 -0.428    19.39 21.07 02a57449o0688c  0x80000  21.710429
57449.570520 19.436675      NaN    1    20 c    0   1.36 210.91687 54.32038  7298.64  2851.76 3.76 3.57  17.9 -0.440    19.39 21.06 02a57449o0709c   0x0000  21.710429
57458.509881 19.510313      NaN   -6    19 c    0   1.34 210.91687 54.32038  8241.29  1559.32 4.32 3.77  15.3 -0.446    19.65 21.70 02a57458o0606c  0x80000  20.792853
57458.513259 19.076453      NaN   28    19 c    0   1.71 210.91687 54.32038  8527.06  2128.08 4.21 3.91  23.6 -0.426    19.61 21.68 02a57458o0613c  0x80000  20.792853
57458.536888 18.967180      NaN   43    17 c    0   1.51 210.91687 54.32038  7400.25  2753.85 4.12 3.83   2.1 -0.403    19.60 21.68 02a57458o0653c  0x80000  18.982696
57458.567769 19.569016      NaN  -26    18 c    0   1.28 210.91687 54.32038  3351.09  7837.18 3.85 3.61 -72.9 -0.421    19.64 21.68 02a57458o0708c   0x0000  19.883228
57488.426551 19.454622      NaN  -18    20 c    0   1.47 210.91687 54.32038  8373.61  1631.61 4.33 3.81  20.0 -0.478    19.60 21.59 02a57488o0373c  0x80000  21.710429
57488.444090 18.816441      NaN   48    20 c    0   1.38 210.91687 54.32038  8660.91  2188.05 4.18 3.80  29.4 -0.461    19.60 21.61 02a57488o0405c  0x80000  21.710429
57488.465855 19.026525      NaN   35    18 c    0   2.04 210.91687 54.32038  7539.15  2835.12 4.06 3.72  15.5 -0.447    19.57 21.56 02a57488o0444c  0x80000  19.883228
57488.475297 19.454622      NaN  -18    20 c    0   1.50 210.91687 54.32038  3337.12  7828.85 3.99 3.61 -65.0 -0.439    19.55 21.54 02a57488o0460c  0x80000  21.710429
