         MJD         m       dm      uJy    duJy   F  err  chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask     duJy_new
57233.262703 18.174913      NaN     -2.0    65.0   o  0.0   0.95 210.92563 54.30804  2812.06  8511.32 3.57 3.45 -66.1 -0.436    18.44 19.38 02a57233o0013o   0x0000    65.906413
57233.282702 17.967720      NaN     29.0    69.0   o  0.0   0.95 210.92563 54.30804  2797.80  8519.95 3.53 3.35 -63.5 -0.452    18.41 19.29 02a57233o0029o   0x0000    69.854530
57365.645360 19.014394      NaN    -22.0    30.0   o  0.0   0.90 210.92563 54.30804  7609.42  2257.39 4.37 3.89   4.7 -0.435    18.89 20.47 02a57365o0696o  0x80000    31.916380
57365.663252 18.356290      NaN   -121.0    55.0   o  0.0   1.21 210.92563 54.30804  7353.62  1687.71 4.13 3.57   3.6 -0.484    18.19 18.98 02a57365o0723o   0x0000    56.068309
57386.594331 18.878500      NaN    -31.0    34.0   o  0.0   0.87 210.92563 54.30804  7607.22  2253.69 3.85 3.33  11.0 -0.515    18.84 20.09 02a57386o0639o  0x80000    35.702315
57386.602983 18.944322      NaN     -6.0    32.0   o  0.0   1.10 210.92563 54.30804  7336.74  1678.96 4.12 3.41   6.3 -0.512    18.83 20.09 02a57386o0653o  0x80000    33.803185
57386.614803 19.014394      NaN    -56.0    30.0   o  0.0   1.05 210.92563 54.30804  8169.61  2822.42 3.84 3.55  22.2 -0.476    18.88 20.21 02a57386o0669o   0x0000    31.916380
57386.624437 18.311179      NaN     61.0    37.0   o  0.0   0.87 210.92563 54.30804  8452.44  1059.36 4.33 3.39  13.5 -0.526    18.93 20.24 02a57386o0683o  0x80000    38.570135
57387.583683 19.051202      NaN    -28.0    29.0   o  0.0   1.13 210.92563 54.30804  7610.14  2251.62 3.69 3.44   7.1 -0.483    18.92 19.99 02a57387o0634o  0x80000    30.978304
57387.591656 18.526952      NaN     57.0    28.0   o  0.0   1.11 210.92563 54.30804  7339.76  1675.49 3.91 3.43   2.4 -0.498    18.95 20.02 02a57387o0647o   0x0000    30.044223
57387.605357 18.847027      NaN      3.0    34.0   o  0.0   1.09 210.92563 54.30804  8170.76  2818.07 3.58 3.45  29.6 -0.475    18.97 20.08 02a57387o0661o   0x0000    35.702315
57387.612122 18.786693      NaN     -6.0    37.0   o  0.0   1.06 210.92563 54.30804  8453.69  1053.76 4.02 3.42  10.1 -0.517    19.01 20.11 02a57387o0672o   0x0000    38.570135
57409.597826 18.208845      NaN    -79.0    63.0   o  0.0   0.76 210.92563 54.30804  8189.79  1671.85 3.87 3.50  12.6 -0.489    18.59 19.61 02a57409o0642o   0x0000    63.934774
57409.623123 18.526952      NaN     -6.0    47.0   o  0.0   0.94 210.92563 54.30804  8478.11  2255.90 3.53 3.41  33.5 -0.505    18.69 19.72 02a57409o0679o  0x80000    48.245780
57409.630689 18.944322      NaN    -17.0    32.0   o  0.0   1.18 210.92563 54.30804  7645.67  1115.56 3.81 3.36   5.1 -0.513    18.73 19.78 02a57409o0690o   0x0000    33.803185
57409.635100 19.102305      NaN      2.0    27.0   o  0.0   1.00 210.92563 54.30804  7337.31  2880.20 3.50 3.41  26.1 -0.458    18.75 19.82 02a57409o0697o   0x0000    29.114521
57414.610678 18.847027      NaN    -45.0    35.0   o  0.0   0.86 210.92563 54.30804  8116.41  1939.25 3.86 3.44  12.0 -0.492    18.77 19.88 02a57414o0661o   0x0000    36.655904
57414.627553 18.910912      NaN    -15.0    33.0   o  0.0   0.82 210.92563 54.30804  8404.04  2518.47 3.68 3.48  24.4 -0.478    18.77 19.88 02a57414o0687o   0x0000    34.751336
57414.645156 18.944322      NaN    -22.0    32.0   o  0.0   0.79 210.92563 54.30804  7270.79  3139.61 3.51 3.40  21.6 -0.458    18.78 19.88 02a57414o0714o   0x0000    33.803185
57414.661382 19.128787      NaN    -65.0    27.0   o  0.0   1.31 210.92563 54.30804  7343.39  2891.22 3.54 3.35  19.0 -0.468    18.77 19.85 02a57414o0740o   0x0000    29.114521
57418.601312 19.212347      NaN    -14.0    25.0   o  0.0   0.90 210.92563 54.30804  8285.53  1961.26 3.77 3.48  15.0 -0.480    19.19 20.72 02a57418o0642o   0x0000    27.270044
57418.622559 19.256669      NaN    -38.0    24.0   o  0.0   1.01 210.92563 54.30804  8565.87  2538.07 3.76 3.63  38.5 -0.450    19.14 20.72 02a57418o0674o  0x80000    26.356315
57418.640915 18.847027      NaN     39.0    22.0   o  0.0   0.91 210.92563 54.30804  7450.33  3162.55 3.55 3.48  27.0 -0.437    19.18 20.73 02a57418o0701o  0x80000    24.549039
57418.657638 19.302877      NaN    -13.0    23.0   o  0.0   0.88 210.92563 54.30804  7353.51  2897.23 3.90 3.75  19.2 -0.420    19.06 20.63 02a57418o0727o  0x80000    25.449073
57419.602717 19.212347      NaN    -12.0    25.0   o  0.0   0.89 210.92563 54.30804  7980.69  1405.57 4.12 3.58   7.3 -0.478    19.30 21.02 02a57419o0615o  0x80000    27.270044
57419.622718 19.401649      NaN    -12.0    21.0   o  0.0   1.04 210.92563 54.30804  8261.79  1988.64 3.84 3.51  16.0 -0.480    19.33 21.02 02a57419o0644o  0x80000    23.657035
57419.638318 19.510313      NaN    -36.0    19.0   o  0.0   1.03 210.92563 54.30804  7137.91  2604.73 3.78 3.54  10.3 -0.445    19.30 21.20 02a57419o0668o   0x0000    21.901035
57419.655984 19.334813      NaN      4.0    21.0   o  0.0   0.85 210.92563 54.30804  7356.61  2893.68 3.78 3.61  14.5 -0.433    19.30 21.01 02a57419o0695o  0x80000    23.657035
57440.518111 17.981610      NaN     83.0    50.0   o  0.0   1.03 210.92563 54.30804  8361.72  1390.06 4.29 3.46  13.4 -0.540    18.27 18.98 02a57440o0547o  0x80000    51.172799
57440.529939 18.396507      NaN    -14.0    53.0   o  0.0   0.94 210.92563 54.30804  8647.77  1967.14 3.98 3.44  22.0 -0.545    18.27 18.97 02a57440o0569o   0x0000    54.107812
57440.551953 18.598565      NaN    -60.0    44.0   o  0.0   1.10 210.92563 54.30804  7516.56  2599.90 3.88 3.45  13.0 -0.498    18.29 19.00 02a57440o0611o   0x0000    45.328306
57440.562821 18.459772      NaN    -42.0    50.0   o  0.0   0.86 210.92563 54.30804  7304.93  2880.93 3.77 3.43  11.8 -0.496    18.30 19.02 02a57440o0632o  0x80000    51.172799
57441.518643 18.459772      NaN    -10.0    50.0   o  0.0   1.07 210.92563 54.30804  8143.44  1789.80 3.98 3.40  15.2 -0.534    18.23 18.89 02a57441o0557o   0x0000    51.172799
57441.526896 18.349730      NaN     10.0    52.0   o  0.0   0.93 210.92563 54.30804  8428.47  2364.46 3.78 3.38  25.1 -0.522    18.25 18.92 02a57441o0573o   0x0000    53.128668
57441.531928 18.574166      NaN    -90.0    45.0   o  0.0   1.09 210.92563 54.30804  7303.93  2983.94 3.57 3.39  13.3 -0.491    18.26 18.93 02a57441o0583o   0x0000    46.299626
57441.552276 18.208845      NaN     60.0    43.0   o  0.0   1.32 210.92563 54.30804  7305.75  2874.84 3.65 3.40  16.1 -0.483    18.27 18.94 02a57441o0622o   0x0000    44.358261
57466.479054 18.675237      NaN    -30.0    41.0   o  0.0   1.07 210.92563 54.30804  8217.15  1475.21 4.58 3.60  16.6 -0.539    18.73 19.97 02a57466o0545o  0x80000    42.422345
57466.500550 18.910912      NaN     -8.0    33.0   o  0.0   1.12 210.92563 54.30804  8515.95  2049.33 4.14 3.61  26.4 -0.544    18.77 20.03 02a57466o0585o  0x80000    34.751336
57466.521973 18.867907      NaN     16.0    29.0   o  0.0   1.19 210.92563 54.30804  7401.05  2675.82 3.84 3.39  12.0 -0.514    18.81 20.05 02a57466o0625o   0x0000    30.978304
57466.532670 18.990530      NaN     11.0    27.0   o  0.0   1.25 210.92563 54.30804  7306.66  2873.70 3.84 3.43  10.2 -0.514    18.82 20.07 02a57466o0647o  0x80000    29.114521
57470.480982 16.525306      NaN   -739.0   297.0   o  0.0   1.33 210.92563 54.30804  7296.22  2867.65 3.95 3.64  11.0 -0.489    16.46 16.46 02a57470o0553o 0x400802   297.199689
57474.485989 18.786693      NaN     -5.0    37.0   o  0.0   1.38 210.92563 54.30804  8171.57  1701.79 4.25 3.41  13.6 -0.526    18.71 19.95 02a57474o0492o  0x80000    38.570135
57474.506959 18.878500      NaN     -6.0    34.0   o  0.0   0.93 210.92563 54.30804  2176.01  8414.94 4.03 3.43 -65.4 -0.490    18.70 19.95 02a57474o0529o   0x0000    35.702315
57474.528572 19.051202      NaN    -86.0    29.0   o  0.0   1.14 210.92563 54.30804  3290.86  7794.01 3.70 3.23 -71.1 -0.491    18.72 19.91 02a57474o0566o  0x80000    30.978304
57474.543901 18.944322      NaN     -8.0    32.0   o  0.0   0.96 210.92563 54.30804  3315.12  7818.81 3.82 3.26 -69.9 -0.508    18.69 19.92 02a57474o0592o   0x0000    33.803185
57492.402356 19.169763      NaN    -23.0    26.0   o  0.0   1.35 210.92563 54.30804  8231.97  1762.37 4.08 3.65  24.8 -0.505    19.02 20.45 02a57492o0382o   0x0000    28.189632
57492.415099 18.867907      NaN     19.0    28.0   o  0.0   0.85 210.92563 54.30804  8517.14  2330.95 3.81 3.54  36.2 -0.502    19.10 20.55 02a57492o0405o  0x80000    30.044223
57492.430506 19.183773      NaN     11.0    22.0   o  0.0   1.30 210.92563 54.30804  7378.92  2959.50 3.67 3.53  31.7 -0.475    19.11 20.59 02a57492o0433o   0x0000    24.549039
57492.449596 19.318728      NaN      2.0    22.0   o  0.0   1.07 210.92563 54.30804  7300.96  2864.45 3.74 3.58  20.2 -0.458    19.13 20.66 02a57492o0472o  0x80000    24.549039
57523.355574 18.481707      NaN     54.0    31.0   o  0.0   0.97 210.92563 54.30804  6185.32  1393.24 4.31 3.45   1.8 -0.534    18.86 20.17 02a57523o0219o  0x80000    32.858109
57523.364398 19.128787      NaN    -15.0    27.0   o  0.0   1.22 210.92563 54.30804  4294.87  9105.62 3.88 3.60 -78.4 -0.470    18.84 20.22 02a57523o0237o  0x80000    29.114521
57523.381095 18.978793      NaN    -17.0    31.0   o  0.0   1.03 210.92563 54.30804  4358.05  9187.70 3.84 3.59 -75.5 -0.463    18.84 20.19 02a57523o0271o   0x0000    32.858109
57523.387699 18.757738      NaN     30.0    28.0   o  0.0   1.10 210.92563 54.30804  4382.55  9072.91 3.94 3.65 -75.3 -0.455    18.81 20.18 02a57523o0284o   0x0000    30.044223
57523.409491 18.978793      NaN    -17.0    31.0   o  0.0   0.93 210.92563 54.30804  4339.70  9133.16 3.83 3.53 -77.6 -0.473    18.80 20.13 02a57523o0325o   0x0000    32.858109
57527.358027 18.504094      NaN     15.0    43.0   o  0.0   1.03 210.92563 54.30804  2645.96  9380.39 4.16 3.76 -55.2 -0.470    18.46 19.51 02a57527o0104o  0x80000    44.358261
57527.369297 18.526952      NaN     15.0    42.0   o  0.0   1.44 210.92563 54.30804  2631.64  9344.79 4.32 3.88 -46.7 -0.459    18.41 19.50 02a57527o0126o   0x0000    43.389576
57527.371716 18.675237      NaN    -14.0    41.0   o  0.0   1.18 210.92563 54.30804  2690.33  9423.85 4.06 3.66 -56.9 -0.479    18.46 19.48 02a57527o0131o  0x80000    42.422345
57527.394983 18.504094      NaN    -47.0    48.0   o  0.0   0.85 210.92563 54.30804  2711.45  9308.77 4.33 3.86 -63.2 -0.461    18.38 19.45 02a57527o0177o  0x80000    49.220477
57527.405379 18.526952      NaN    -66.0    47.0   o  0.0   1.06 210.92563 54.30804  2680.81  9368.21 4.33 3.86 -61.2 -0.456    18.37 19.43 02a57527o0198o  0x80000    48.245780
57535.336981 15.823239      NaN    -10.0   567.0   o  0.0   1.24 210.92563 54.30804  2435.41  8200.72 3.91 3.44 -66.2 -0.480    15.47 16.84 02a57535o0225o 0x400802   567.104625
57535.346198 17.150406      NaN    114.0   129.0   o  0.0   1.03 210.92563 54.30804  2423.73  8159.78 3.83 3.37 -66.0 -0.485    17.61 19.09 02a57535o0244o  0x80000   129.459087
57535.363162 17.740268      NaN     72.0    73.0   o  0.0   0.53 210.92563 54.30804  2483.20  8235.01 3.85 3.45 -67.2 -0.476    18.26 19.82 02a57535o0278o 0x400600    73.808233
57535.369944 18.558199      NaN     38.0    33.0   o  0.0   0.85 210.92563 54.30804  2497.25  8118.09 3.85 3.44 -65.9 -0.460    18.86 20.44 02a57535o0292o  0x80000    34.751336
57535.380630 19.302877      NaN    -36.0    23.0   o  0.0   1.11 210.92563 54.30804  2462.90  8184.92 3.85 3.47 -62.4 -0.454    19.07 20.70 02a57535o0313o  0x80000    25.449073
57568.311481 19.063754      NaN     14.0    24.0   o  0.0   0.98 210.92563 54.30804  2660.61  7875.81 3.89 3.50 -65.8 -0.470    19.04 20.65 02a57568o0155o   0x0000    26.356315
57568.321807 19.169763      NaN    -15.0    26.0   o  0.0   0.90 210.92563 54.30804  2648.85  7833.61 3.78 3.41 -65.6 -0.475    19.08 20.69 02a57568o0176o   0x0000    28.189632
57568.337986 18.967180      NaN     10.0    28.0   o  0.0   0.86 210.92563 54.30804  2704.77  7907.96 3.85 3.46 -62.6 -0.469    19.09 20.74 02a57568o0209o  0x80000    30.044223
