         MJD         m       dm      uJy    duJy   F  err  chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask     duJy_new
57233.262703 18.226218      NaN   -100.0    62.0   o  0.0   0.83 210.91067 54.30221  2828.73  8499.41 3.57 3.45 -66.3 -0.436    18.44 19.38 02a57233o0013o   0x0000    62.949625
57233.282702 18.317510      NaN    -98.0    57.0   o  0.0   1.34 210.91067 54.30221  2814.47  8508.04 3.53 3.35 -63.7 -0.452    18.41 19.29 02a57233o0029o   0x0000    58.031503
57365.645360 18.944322      NaN    -24.0    32.0   o  0.0   0.79 210.91067 54.30221  7592.75  2269.24 4.37 3.89   4.6 -0.435    18.89 20.47 02a57365o0696o  0x80000    33.803185
57365.663252 18.317510      NaN    -78.0    57.0   o  0.0   0.86 210.91067 54.30221  7336.90  1699.53 4.13 3.57   3.5 -0.483    18.19 18.98 02a57365o0723o   0x0000    58.031503
57386.594331 18.978793      NaN    -29.0    31.0   o  0.0   1.01 210.91067 54.30221  7590.55  2265.54 3.85 3.33  10.9 -0.515    18.84 20.09 02a57386o0639o  0x80000    32.858109
57386.602983 19.051202      NaN     -1.0    29.0   o  0.0   1.17 210.91067 54.30221  7320.02  1690.78 4.11 3.41   6.2 -0.512    18.83 20.09 02a57386o0653o  0x80000    30.978304
57386.614803 18.889197      NaN     11.0    30.0   o  0.0   1.35 210.91067 54.30221  8153.00  2834.37 3.83 3.55  22.1 -0.476    18.88 20.21 02a57386o0669o   0x0000    31.916380
57386.624437 18.558199      NaN     29.0    36.0   o  0.0   0.91 210.91067 54.30221  8435.77  1071.49 4.33 3.39  13.4 -0.526    18.93 20.24 02a57386o0683o  0x80000    37.611904
57387.583683 19.089302      NaN    -43.0    28.0   o  0.0   1.06 210.91067 54.30221  7593.47  2263.47 3.69 3.44   6.9 -0.483    18.92 19.99 02a57387o0634o  0x80000    30.044223
57387.591656 18.921935      NaN     11.0    29.0   o  0.0   0.94 210.91067 54.30221  7323.04  1687.31 3.90 3.43   2.3 -0.497    18.95 20.02 02a57387o0647o   0x0000    30.978304
57387.605357 18.757738      NaN    -66.0    38.0   o  0.0   0.83 210.91067 54.30221  8154.15  2830.02 3.58 3.45  29.7 -0.475    18.97 20.08 02a57387o0661o   0x0000    39.530435
57387.612122 18.786693      NaN    -98.0    37.0   o  0.0   0.99 210.91067 54.30221  8437.01  1065.91 4.02 3.42  10.0 -0.516    19.01 20.11 02a57387o0672o   0x0000    38.570135
57409.597826 17.740268      NaN    102.0    63.0   o  0.0   0.86 210.91067 54.30221  8173.13  1683.86 3.87 3.50  12.6 -0.488    18.59 19.61 02a57409o0642o   0x0000    63.934774
57409.623123 18.431198      NaN     22.0    44.0   o  0.0   1.06 210.91067 54.30221  8461.48  2267.95 3.53 3.41  33.6 -0.505    18.69 19.72 02a57409o0679o  0x80000    45.328306
57409.630689 18.666446      NaN     19.0    35.0   o  0.0   1.04 210.91067 54.30221  7628.94  1127.48 3.81 3.36   5.1 -0.512    18.73 19.78 02a57409o0690o   0x0000    36.655904
57409.635100 19.169763      NaN    -84.0    26.0   o  0.0   1.39 210.91067 54.30221  7320.61  2891.93 3.49 3.41  26.2 -0.458    18.75 19.82 02a57409o0697o   0x0000    28.189632
57414.610678 18.640491      NaN     25.0    34.0   o  0.0   0.92 210.91067 54.30221  8099.75  1951.22 3.86 3.44  11.9 -0.492    18.77 19.88 02a57414o0661o   0x0000    35.702315
57414.627553 18.944322      NaN    -11.0    32.0   o  0.0   0.97 210.91067 54.30221  8387.42  2530.47 3.68 3.48  24.4 -0.478    18.77 19.88 02a57414o0687o   0x0000    33.803185
57414.645156 19.169763      NaN    -25.0    26.0   o  0.0   1.09 210.91067 54.30221  7254.09  3151.31 3.51 3.40  21.6 -0.458    18.78 19.88 02a57414o0714o   0x0000    28.189632
57414.661382 18.889197      NaN     17.0    28.0   o  0.0   1.17 210.91067 54.30221  7326.70  2902.95 3.54 3.36  19.0 -0.468    18.77 19.85 02a57414o0740o   0x0000    30.044223
57418.601312 19.302877      NaN    -16.0    23.0   o  0.0   0.86 210.91067 54.30221  8268.87  1973.27 3.76 3.48  15.0 -0.479    19.19 20.72 02a57418o0642o   0x0000    25.449073
57418.622559 19.128787      NaN    -51.0    27.0   o  0.0   0.80 210.91067 54.30221  8549.26  2550.11 3.76 3.63  38.7 -0.449    19.14 20.72 02a57418o0674o  0x80000    29.114521
57418.640915 19.401649      NaN    -33.0    21.0   o  0.0   1.21 210.91067 54.30221  7433.65  3174.29 3.55 3.48  27.0 -0.437    19.18 20.73 02a57418o0701o  0x80000    23.657035
57418.657638 19.302877      NaN     -5.0    23.0   o  0.0   0.93 210.91067 54.30221  7336.81  2908.96 3.90 3.75  19.1 -0.420    19.06 20.63 02a57418o0727o  0x80000    25.449073
57419.602717 19.454622      NaN    -63.0    20.0   o  0.0   1.18 210.91067 54.30221  7963.99  1417.55 4.12 3.58   7.2 -0.478    19.30 21.02 02a57419o0615o  0x80000    22.774006
57419.622718 19.334813      NaN      4.0    21.0   o  0.0   1.03 210.91067 54.30221  8245.13  2000.65 3.83 3.51  16.0 -0.479    19.33 21.02 02a57419o0644o  0x80000    23.657035
57419.638318 19.454622      NaN     -4.0    20.0   o  0.0   0.81 210.91067 54.30221  7121.19  2616.42 3.78 3.54  10.2 -0.445    19.30 21.20 02a57419o0668o   0x0000    22.774006
57419.655984 19.510313      NaN    -56.0    19.0   o  0.0   1.14 210.91067 54.30221  7339.91  2905.41 3.77 3.61  14.5 -0.433    19.30 21.01 02a57419o0695o  0x80000    21.901035
57440.518111 18.376212      NaN    -34.0    54.0   o  0.0   1.11 210.91067 54.30221  8345.06  1402.15 4.29 3.46  13.3 -0.540    18.27 18.98 02a57440o0547o  0x80000    55.087706
