         MJD         m       dm    uJy  duJy   F  err  chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask   duJy_new
57396.587948 19.419021      NaN    2.0  20.0   c  0.0   1.00 210.90448 54.30293  7743.76  2273.88 3.99 3.60   7.9 -0.427    19.59 21.57 02a57396o0607c  0x80000  21.710429
57396.598947 19.510313      NaN  -14.0  19.0   c  0.0   0.84 210.90448 54.30293  7457.34  1700.92 4.09 3.60   5.1 -0.444    19.60 21.58 02a57396o0625c  0x80000  20.792853
57396.614233 18.757738      NaN  -43.0  38.0   c  0.0   1.04 210.90448 54.30293  8271.10  2844.91 3.80 3.60  20.4 -0.418    19.60 21.56 02a57396o0650c  0x80000  38.927403
57396.627717 18.481707      NaN   30.0  39.0   c  0.0   1.20 210.90448 54.30293  8533.52  1083.76 4.32 3.66  11.1 -0.431    19.59 21.57 02a57396o0672c  0x80000  39.904169
57424.598946 19.631075      NaN    0.0  17.0   c  0.0   1.30 210.90448 54.30293  8242.34  1599.84 4.31 3.76  10.3 -0.439    19.70 21.79 02a57424o0633c  0x80000  18.982696
57424.604067 19.569016      NaN  -12.0  18.0   c  0.0   0.96 210.90448 54.30293  8506.36  2169.90 4.24 3.83  15.2 -0.423    19.68 21.79 02a57424o0641c  0x80000  19.883228
57424.621336 19.454622      NaN    3.0  19.0   c  0.0   0.79 210.90448 54.30293  7350.89  2787.32 4.01 3.71   9.8 -0.415    19.70 21.79 02a57424o0667c  0x80000  20.792853
57424.633626 19.696897      NaN  -13.0  16.0   c  0.0   1.05 210.90448 54.30293  7273.83  2881.15 3.96 3.67  11.4 -0.417    19.70 21.79 02a57424o0685c   0x0000  18.092616
57448.521048 19.351140      NaN  -15.0  22.0   c  0.0   1.00 210.90448 54.30293  7908.93  1790.70 3.99 3.65  15.0 -0.450    19.26 20.81 02a57448o0458c  0x80000  23.565711
57448.543577 19.351140      NaN  -27.0  22.0   c  0.0   1.01 210.90448 54.30293  8200.94  2370.98 3.93 3.73  23.3 -0.439    19.21 20.77 02a57448o0497c   0x0000  23.565711
57448.565924 19.197966      NaN    7.0  23.0   c  0.0   1.08 210.90448 54.30293  7060.02  2993.01 4.37 3.91  -1.2 -0.388    19.09 20.75 02a57448o0536c  0x80000  24.501893
57448.596475 19.271854      NaN   14.0  19.0   c  0.0   1.20 210.90448 54.30293  3368.09  7805.03 3.87 3.61 -70.4 -0.422    19.20 20.80 02a57448o0592c  0x80000  20.792853
57449.515332 19.454622      NaN   -6.0  20.0   c  0.0   1.14 210.90448 54.30293  8145.69  1741.36 4.04 3.63  15.5 -0.461    19.45 21.19 02a57449o0610c  0x80000  21.710429
57449.538360 19.142275      NaN   23.0  19.0   c  0.0   1.07 210.90448 54.30293  8444.12  2319.18 3.82 3.59  30.8 -0.456    19.42 21.11 02a57449o0650c  0x80000  20.792853
57449.558557 19.569016      NaN  -28.0  18.0   c  0.0   0.97 210.90448 54.30293  7303.45  2946.62 3.77 3.62  15.0 -0.427    19.39 21.07 02a57449o0688c  0x80000  19.883228
57449.570520 19.454622      NaN   -4.0  20.0   c  0.0   0.91 210.90448 54.30293  7285.32  2885.96 3.75 3.57  18.2 -0.439    19.39 21.06 02a57449o0709c   0x0000  21.710429
57458.509881 19.631075      NaN  -14.0  17.0   c  0.0   1.14 210.90448 54.30293  8228.22  1593.92 4.31 3.77  15.4 -0.446    19.65 21.70 02a57458o0606c  0x80000  18.982696
57458.513259 19.102305      NaN   23.0  20.0   c  0.0   0.98 210.90448 54.30293  8514.12  2162.65 4.20 3.90  23.8 -0.426    19.61 21.68 02a57458o0613c  0x80000  21.710429
57458.536888 19.589310      NaN    2.0  17.0   c  0.0   1.08 210.90448 54.30293  7386.96  2788.09 4.11 3.83   1.9 -0.402    19.60 21.68 02a57458o0653c  0x80000  18.982696
57458.567769 19.696897      NaN   -8.0  16.0   c  0.0   1.22 210.90448 54.30293  3364.39  7802.94 3.85 3.61 -73.0 -0.421    19.64 21.68 02a57458o0708c   0x0000  18.092616
57488.426551 19.510313      NaN  -50.0  19.0   c  0.0   0.91 210.90448 54.30293  8360.59  1666.23 4.31 3.81  20.1 -0.477    19.60 21.59 02a57488o0373c  0x80000  20.792853
57488.444090 19.419021      NaN    2.0  20.0   c  0.0   0.88 210.90448 54.30293  8648.02  2222.65 4.17 3.80  29.7 -0.460    19.60 21.61 02a57488o0405c  0x80000  21.710429
57488.465855 19.510313      NaN   -2.0  19.0   c  0.0   0.90 210.90448 54.30293  7525.91  2869.38 4.05 3.72  15.6 -0.446    19.57 21.56 02a57488o0444c  0x80000  20.792853
57488.475297 19.569016      NaN   -3.0  18.0   c  0.0   1.01 210.90448 54.30293  3350.43  7794.60 3.98 3.61 -65.0 -0.439    19.55 21.54 02a57488o0460c  0x80000  19.883228
57512.362600 19.454622      NaN  -22.0  20.0   c  0.0   0.96 210.90448 54.30293  9548.46  2733.03 4.66 4.15  38.5 -0.435    19.51 21.58 02a57512o0305c   0x0000  21.710429
57512.371077 19.401649      NaN  -29.0  21.0   c  0.0   1.06 210.90448 54.30293  9571.36  2769.32 4.57 4.07  39.9 -0.440    19.53 21.60 02a57512o0322c   0x0000  22.634989
57512.373986 19.241693      NaN   13.0  20.0   c  0.0   1.00 210.90448 54.30293   361.91  2655.68 5.06 3.82 -34.3 -0.412    19.58 21.60 02a57512o0328c  0x80000  21.710429
57512.383392 19.051202      NaN   30.0  19.0   c  0.0   1.14 210.90448 54.30293   381.76  2692.85 5.10 3.92 -34.1 -0.413    19.54 21.60 02a57512o0347c   0x0000  20.792853
57512.386899 19.569016      NaN   -4.0  18.0   c  0.0   1.31 210.90448 54.30293   992.18  7875.35 4.45 3.81 -58.3 -0.428    19.55 21.63 02a57512o0354c   0x0000  19.883228
57512.388945 19.454622      NaN    3.0  19.0   c  0.0   0.98 210.90448 54.30293   315.89  2616.39 5.16 3.88 -31.6 -0.403    19.57 21.61 02a57512o0358c  0x80000  20.792853
57512.397027 19.743105      NaN    1.0  15.0   c  0.0   1.80 210.90448 54.30293  1022.66  7756.13 4.38 3.76 -57.8 -0.429    19.55 21.60 02a57512o0374c  0x80000  17.214608
57512.407432 19.334813      NaN   16.0  17.0   c  0.0   1.11 210.90448 54.30293 10216.16  7822.74 4.60 3.71  81.1 -0.426    19.54 21.62 02a57512o0395c   0x0000  18.982696
57512.416849 18.900000      NaN   40.0  20.0   c  0.0   0.78 210.90448 54.30293  3624.76  8629.19 4.14 3.80 -61.9 -0.410    19.52 21.58 02a57512o0414c  0x80000  21.710429
57515.371866 19.334813      NaN    1.0  22.0   c  0.0   0.81 210.90448 54.30293  1966.40   481.18 5.36 3.74 -16.0 -0.483    19.58 21.68 02a57515o0321c  0x80000  23.565711
57515.372987 18.921935      NaN   20.0  26.0   c  0.0   1.01 210.90448 54.30293  7377.80   285.80 5.28 3.91  10.2 -0.491    19.61 21.70 02a57515o0323c  0x80000  27.337570
57515.374441 19.569016      NaN  -13.0  18.0   c  0.0   1.19 210.90448 54.30293  8548.47 10119.18 4.30 3.86  75.2 -0.415    19.60 21.66 02a57515o0326c  0x80000  19.883228
57515.383262 19.454622      NaN   -2.0  20.0   c  0.0   0.88 210.90448 54.30293  3113.10 10241.94 4.23 3.94 -48.8 -0.400    19.61 21.73 02a57515o0344c  0x80000  21.710429
57515.385734 19.334813      NaN    1.0  22.0   c  0.0   0.79 210.90448 54.30293  8476.86 10039.63 4.17 3.76  74.3 -0.422    19.61 21.65 02a57515o0348c  0x80000  23.565711
57515.386824 19.569016      NaN  -17.0  18.0   c  0.0   1.20 210.90448 54.30293  3165.20 10326.41 4.28 3.96 -54.5 -0.403    19.61 21.70 02a57515o0350c  0x80000  19.883228
57515.400161 19.510313      NaN  -10.0  19.0   c  0.0   1.19 210.90448 54.30293  3199.69 10206.21 4.17 3.91 -48.8 -0.391    19.61 21.69 02a57515o0376c  0x80000  20.792853
