 sigma_kern  peak_appmag  peak_flux peak_mjd sigma_sim    max_fom max_fom_mjd
        300        22.26   4.528976  60008.5     200.0  -7.213424     60208.5
        300        22.26   4.528976  60230.5      80.0   1.576274     60294.5
        300        22.26   4.528976  59917.5      40.0  23.935741     59877.5
        300        22.26   4.528976  58357.5      20.0  51.404291     58353.5
        300        22.26   4.528976  57978.5     110.0  16.321917     58088.5
        300        22.26   4.528976  58871.5     250.0   6.247733     58621.5
        300        22.26   4.528976  57479.5     250.0 -11.950627     57233.5
        300        22.26   4.528976  57763.5     250.0   6.514772     57727.5
        300        22.26   4.528976  58254.5      20.0  -4.064115     58234.5
        300        22.26   4.528976  58541.5      80.0   4.468325     58621.5
        300        22.26   4.528976  60121.5     300.0  52.513677     59821.5
        300        22.26   4.528976  58191.5     250.0  24.383023     58290.5
        300        22.26   4.528976  58276.5     110.0  60.613301     58386.5
        300        22.26   4.528976  57315.5      80.0  -3.513734     57395.5
        300        22.26   4.528976  58005.5     200.0  17.380043     57805.5
        300        22.26   4.528976  59394.5     150.0  53.076896     59289.5
        300        22.26   4.528976  59504.5      20.0  37.591637     59524.5
        300        22.26   4.528976  58868.5     110.0  54.125093     58758.5
        300        22.26   4.528976  60221.5     200.0  22.521595     60153.5
        300        22.26   4.528976  58442.5     300.0   5.908255     58742.5
        300        22.26   4.528976  58198.5     150.0  25.082423     58290.5
        300        22.26   4.528976  58855.5     110.0   7.021612     58965.5
        300        22.26   4.528976  58933.5      20.0 -19.694889     58913.5
        300        22.26   4.528976  57662.5     150.0  24.048726     57812.5
        300        22.26   4.528976  58935.5      80.0  -0.667064     58855.5
        300        22.26   4.528976  58233.5      20.0  49.989325     58253.5
        300        22.26   4.528976  59022.5     110.0  70.590245     59120.5
        300        22.26   4.528976  60095.5      80.0  44.176186     60015.5
        300        22.26   4.528976  58491.5      20.0 -64.086826     58511.5
        300        22.26   4.528976  58430.5     110.0  53.677157     58361.5
        300        22.26   4.528976  60056.5     300.0  38.602022     59756.5
        300        22.26   4.528976  59402.5      20.0 -59.754308     59382.5
        300        22.26   4.528976  58248.5     150.0  82.978022     58133.5
        300        22.26   4.528976  58935.5     200.0  61.705607     58896.5
        300        22.26   4.528976  59366.5     200.0   4.460649     59447.5
        300        22.26   4.528976  59727.5      80.0 -32.506033     59807.5
        300        22.26   4.528976  58319.5     110.0 -53.180922     58429.5
        300        22.26   4.528976  57890.5      40.0  50.170188     57930.5
        300        22.26   4.528976  59852.5     200.0  -5.519839     60052.5
        300        22.26   4.528976  59526.5      80.0 -62.683815     59606.5
        300        22.26   4.528976  58588.5     250.0  -1.254405     58838.5
        300        22.26   4.528976  58328.5      80.0  -1.998694     58248.5
        300        22.26   4.528976  59363.5      20.0 -60.307224     59343.5
        300        22.26   4.528976  57295.5      80.0 -14.548434     57233.5
        300        22.26   4.528976  59495.5     150.0  61.432376     59430.5
        300        22.26   4.528976  60103.5     110.0  28.298888     59993.5
        300        22.26   4.528976  58337.5      20.0 -14.942954     58317.5
        300        22.26   4.528976  59972.5     200.0  22.880771     60115.5
        300        22.26   4.528976  58692.5     250.0  50.501373     58749.5
        300        22.26   4.528976  58467.5     200.0   41.70928     58666.5
        300        22.26   4.528976  57375.5      40.0  -5.348543     57335.5
        300        22.26   4.528976  57755.5     300.0   5.631871     57727.5
        300        22.26   4.528976  59209.5     150.0  -4.726569     59324.5
        300        22.26   4.528976  59919.5     200.0   9.454012     59880.5
