 sigma_kern  peak_appmag  peak_flux peak_mjd sigma_sim    max_fom max_fom_mjd
        300        22.63   3.221069  57445.5     110.0  38.277928     57555.5
        300        22.63   3.221069  58136.5     200.0  70.352284     58067.5
        300        22.63   3.221069  59727.5      40.0  42.369408     59687.5
        300        22.63   3.221069  57238.5     300.0  -1.425366     57519.5
        300        22.63   3.221069  57785.5     250.0  35.715667     58034.5
        300        22.63   3.221069  57651.5     300.0 -22.948334     57351.5
        300        22.63   3.221069  58799.5     250.0  47.308152     58549.5
        300        22.63   3.221069  59103.5      20.0  49.048359     59123.5
        300        22.63   3.221069  57516.5     150.0   4.917559     57383.5
        300        22.63   3.221069  59661.5      40.0  46.856986     59621.5
        300        22.63   3.221069  58493.5     110.0  17.839106     58383.5
        300        22.63   3.221069  59644.5     250.0   22.76638     59616.5
        300        22.63   3.221069  59824.5     110.0  21.189713     59714.5
        300        22.63   3.221069  57545.5      80.0   3.651372     57469.5
        300        22.63   3.221069  58457.5     250.0 -31.184905     58707.5
        300        22.63   3.221069  59955.5     200.0   7.168612     59803.5
        300        22.63   3.221069  58941.5     200.0  16.649496     58741.5
        300        22.63   3.221069  59860.5      80.0 -41.732286     59940.5
        300        22.63   3.221069  57421.5      80.0  13.998539     57501.5
        300        22.63   3.221069  58587.5     300.0  -1.011005     58287.5
        300        22.63   3.221069  58464.5     150.0 -14.286625     58409.5
        300        22.63   3.221069  59069.5     150.0  50.657264     59219.5
        300        22.63   3.221069  58352.5     250.0   2.040819     58314.5
        300        22.63   3.221069  57693.5      20.0  14.322326     57713.5
        300        22.63   3.221069  57746.5     150.0   34.93949     57896.5
        300        22.63   3.221069  58513.5     150.0 -35.307389     58663.5
        300        22.63   3.221069  57571.5     300.0  26.074813     57871.5
        300        22.63   3.221069  59415.5      80.0  66.896302     59403.5
        300        22.63   3.221069  57326.5      80.0  -3.273437     57406.5
        300        22.63   3.221069  58358.5     300.0  37.601895     58658.5
        300        22.63   3.221069  57954.5      80.0  -71.03272     57874.5
        300        22.63   3.221069  58043.5      80.0    4.95556     58123.5
        300        22.63   3.221069  60120.5     110.0  40.620564     60010.5
        300        22.63   3.221069  57348.5      20.0  -6.516158     57328.5
        300        22.63   3.221069  60173.5      20.0    5.96025     60153.5
        300        22.63   3.221069  59437.5      20.0 -12.084313     59419.5
        300        22.63   3.221069  59052.5     110.0  62.416753     59158.5
        300        22.63   3.221069  59933.5     300.0  52.443026     59633.5
        300        22.63   3.221069  58156.5     300.0   6.305264     57856.5
        300        22.63   3.221069  58477.5      40.0  28.126317     58517.5
        300        22.63   3.221069  60229.5     200.0  29.442277     60029.5
        300        22.63   3.221069  59933.5     200.0   7.546367     60133.5
        300        22.63   3.221069  58808.5      20.0  41.753865     58828.5
        300        22.63   3.221069  58943.5     250.0  -1.806521     59124.5
        300        22.63   3.221069  59827.5     250.0   6.615554     60077.5
        300        22.63   3.221069  59471.5     110.0  54.515143     59457.5
        300        22.63   3.221069  59588.5     200.0   7.029812     59788.5
        300        22.63   3.221069  58486.5     300.0  -43.72154     58786.5
        300        22.63   3.221069  59727.5     110.0  11.024971     59834.5
        300        22.63   3.221069  58311.5     250.0  61.114385     58309.5
        300        22.63   3.221069  57392.5     200.0  -1.366263     57233.5
        300        22.63   3.221069  57830.5     300.0  -8.116445     57530.5
        300        22.63   3.221069  57781.5      80.0  35.701792     57861.5
        300        22.63   3.221069  57596.5      80.0   7.981539     57662.5
        300        22.63   3.221069  59572.5      40.0  46.259905     59532.5
        300        22.63   3.221069  60293.5     150.0   6.944839     60143.5
        300        22.63   3.221069  58173.5     200.0  18.012787     58315.5
        300        22.63   3.221069  58446.5     110.0  32.934975     58556.5
        300        22.63   3.221069  60135.5     150.0   9.270856     60001.5
        300        22.63   3.221069  59642.5     300.0 -30.055617     59942.5
        300        22.63   3.221069  58272.5     110.0  59.715787     58307.5
        300        22.63   3.221069  60072.5      80.0  35.899917     59992.5
        300        22.63   3.221069  57308.5     150.0  14.508931     57458.5
        300        22.63   3.221069  57295.5      20.0   3.900814     57314.5
        300        22.63   3.221069  59922.5      80.0 -32.075293     60002.5
        300        22.63   3.221069  57536.5      80.0  13.868574     57616.5
        300        22.63   3.221069  58535.5     300.0  70.168213     58235.5
        300        22.63   3.221069  58709.5     150.0 -38.979349     58859.5
        300        22.63   3.221069  58097.5     250.0   -2.55585     57847.5
        300        22.63   3.221069  58335.5      80.0   1.161463     58314.5
        300        22.63   3.221069  58444.5     150.0 -45.510029     58594.5
        300        22.63   3.221069  59229.5     150.0   52.86857     59362.5
        300        22.63   3.221069  59972.5     300.0  -9.100994     60272.5
        300        22.63   3.221069  60170.5      20.0   1.158174     60153.5
        300        22.63   3.221069  58555.5     150.0  61.167683     58573.5
        300        22.63   3.221069  57572.5      20.0  15.650666     57592.5
        300        22.63   3.221069  58827.5     150.0  15.319631     58677.5
        300        22.63   3.221069  57550.5      20.0  11.176497     57570.5
        300        22.63   3.221069  58693.5     300.0 -33.354994     58993.5
        300        22.63   3.221069  59793.5     150.0  -7.400291     59943.5
        300        22.63   3.221069  59603.5      20.0  -4.341021     59623.5
        300        22.63   3.221069  59854.5      20.0 -17.424801     59874.5
        300        22.63   3.221069  59437.5      40.0  -8.356937     59403.5
        300        22.63   3.221069  59285.5     150.0  -8.121121     59435.5
        300        22.63   3.221069  58010.5     110.0 -77.608147     57900.5
        300        22.63   3.221069  57404.5     150.0  17.635918     57554.5
        300        22.63   3.221069  58968.5     250.0  43.960955     58718.5
        300        22.63   3.221069  58382.5     200.0 -12.888481     58340.5
        300        22.63   3.221069  58637.5      20.0  21.299416     58617.5
        300        22.63   3.221069  57557.5     250.0  16.454819     57772.5
        300        22.63   3.221069  58098.5      20.0  -8.829775     58079.5
        300        22.63   3.221069  58774.5      80.0  -42.92736     58854.5
        300        22.63   3.221069  57567.5     200.0  -6.945729     57367.5
        300        22.63   3.221069  58800.5     110.0  40.038401     58854.5
        300        22.63   3.221069  58425.5     250.0  52.990362     58358.5
        300        22.63   3.221069  58157.5     150.0  37.617147     58246.5
        300        22.63   3.221069  58175.5     110.0  39.070808     58248.5
        300        22.63   3.221069  59432.5     300.0   2.933071     59732.5
        300        22.63   3.221069  59531.5     300.0 -46.835043     59831.5
        300        22.63   3.221069  57646.5     300.0  35.101431     57946.5
        300        22.63   3.221069  59091.5      80.0 -23.399762     59011.5
        300        22.63   3.221069  58873.5     250.0  52.041257     58704.5
        300        22.63   3.221069  58896.5      40.0  -8.526299     58856.5
        300        22.63   3.221069  59762.5     110.0  -4.149619     59872.5
        300        22.63   3.221069  57969.5      80.0 -14.598509     58046.5
