 sigma_kern  peak_appmag  peak_flux peak_mjd sigma_sim    max_fom max_fom_mjd
         80        21.53    8.87156  59196.5       5.0  -7.761859     59191.5
         80        21.53    8.87156  58693.5     110.0  17.225548     58676.5
         80        21.53    8.87156  59639.5     150.0   6.124566     59629.5
         80        21.53    8.87156  59980.5      20.0   8.844005     60000.5
         80        21.53    8.87156  59733.5     200.0  38.544629     59723.5
         80        21.53    8.87156  58829.5      40.0  10.323877     58869.5
         80        21.53    8.87156  57286.5      80.0  -0.891717     57233.5
         80        21.53    8.87156  58380.5       5.0  21.463106     58375.5
         80        21.53    8.87156  59371.5      80.0  64.899478     59368.5
         80        21.53    8.87156  57726.5     110.0    0.49211     57638.5
         80        21.53    8.87156  58399.5      40.0  13.853613     58359.5
         80        21.53    8.87156  59376.5     150.0  60.246637     59355.5
         80        21.53    8.87156  58143.5     110.0  10.154688     58154.5
         80        21.53    8.87156  59693.5      40.0  35.053364     59694.5
         80        21.53    8.87156  58908.5     110.0   24.73253     58883.5
         80        21.53    8.87156  58087.5      80.0  -1.345666     58035.5
         80        21.53    8.87156  59274.5     150.0  48.630696     59306.5
         80        21.53    8.87156  59067.5      40.0    4.23347     59058.5
         80        21.53    8.87156  58168.5     200.0   34.57512     58212.5
         80        21.53    8.87156  58624.5      20.0   8.445448     58644.5
         80        21.53    8.87156  57870.5      20.0 -41.081719     57850.5
         80        21.53    8.87156  57426.5     250.0   5.324402     57676.5
         80        21.53    8.87156  59974.5     250.0  14.505364     60013.5
         80        21.53    8.87156  57916.5      80.0  58.897726     57912.5
         80        21.53    8.87156  58857.5     110.0  38.593459     58905.5
         80        21.53    8.87156  57373.5      40.0   5.337226     57378.5
         80        21.53    8.87156  58229.5      40.0  21.207504     58261.5
         80        21.53    8.87156  60098.5      20.0   4.013225     60098.5
         80        21.53    8.87156  58162.5       5.0  -3.712045     58167.5
         80        21.53    8.87156  60065.5     250.0  38.043696     60096.5
         80        21.53    8.87156  59079.5     150.0  15.103778     59030.5
         80        21.53    8.87156  59014.5     250.0  27.242028     59009.5
         80        21.53    8.87156  60030.5     200.0  20.056637     60054.5
         80        21.53    8.87156  59812.5       5.0    7.76472     59807.5
         80        21.53    8.87156  59598.5      20.0    14.3891     59618.5
         80        21.53    8.87156  59857.5      40.0  16.581765     59817.5
         80        21.53    8.87156  59926.5      40.0   7.045663     59966.5
         80        21.53    8.87156  57824.5      40.0  -8.327224     57784.5
         80        21.53    8.87156  59243.5      20.0  -9.382876     59223.5
         80        21.53    8.87156  58367.5     250.0  39.663059     58305.5
         80        21.53    8.87156  59996.5     150.0  17.062105     60023.5
         80        21.53    8.87156  58167.5      80.0   2.143611     58186.5
         80        21.53    8.87156  59799.5     200.0  11.178099     59786.5
         80        21.53    8.87156  57381.5      40.0   4.472066     57401.5
         80        21.53    8.87156  58904.5     250.0  48.219223     58925.5
         80        21.53    8.87156  58434.5      80.0   6.849421     58446.5
         80        21.53    8.87156  57833.5     200.0  32.585343     57844.5
         80        21.53    8.87156  59660.5     250.0  62.572937     59659.5
         80        21.53    8.87156  59308.5     110.0  46.799221     59345.5
         80        21.53    8.87156  58343.5      40.0   16.71707     58338.5
         80        21.53    8.87156  59915.5      40.0   16.39786     59953.5
         80        21.53    8.87156  60266.5     150.0   4.555351     60256.5
         80        21.53    8.87156  59688.5       5.0 -26.969248     59693.5
         80        21.53    8.87156  58687.5     110.0  16.994672     58688.5
         80        21.53    8.87156  57888.5      80.0   24.35881     57923.5
         80        21.53    8.87156  57937.5      80.0  30.449297     57969.5
         80        21.53    8.87156  58579.5      40.0  25.158766     58581.5
         80        21.53    8.87156  57581.5     250.0   2.487741     57457.5
         80        21.53    8.87156  57850.5     150.0  52.543469     57854.5
         80        21.53    8.87156  60180.5     110.0  22.587007     60108.5
         80        21.53    8.87156  59284.5      20.0  13.471525     59304.5
         80        21.53    8.87156  57335.5      80.0   3.783952     57398.5
         80        21.53    8.87156  57256.5      40.0   0.388798     57235.5
         80        21.53    8.87156  58755.5      40.0   9.185057     58795.5
         80        21.53    8.87156  59972.5     110.0  20.648289     60069.5
         80        21.53    8.87156  59379.5     200.0  38.531396     59383.5
         80        21.53    8.87156  59640.5      80.0  18.991618     59628.5
         80        21.53    8.87156  58980.5     150.0  32.375089     58983.5
         80        21.53    8.87156  59951.5     150.0  10.133988     60018.5
         80        21.53    8.87156  59122.5     200.0  27.093139     59015.5
         80        21.53    8.87156  57727.5      40.0  -7.918908     57687.5
         80        21.53    8.87156  59701.5       5.0  -15.53021     59706.5
         80        21.53    8.87156  59050.5     250.0  11.041373     59038.5
         80        21.53    8.87156  58351.5      80.0  31.501686     58323.5
         80        21.53    8.87156  58628.5      40.0  36.324006     58611.5
         80        21.53    8.87156  58649.5      20.0  38.990846     58629.5
         80        21.53    8.87156  58525.5       5.0  -3.712071     58520.5
         80        21.53    8.87156  59711.5     110.0  20.341397     59714.5
         80        21.53    8.87156  58090.5     250.0   8.374529     58206.5
         80        21.53    8.87156  59941.5      80.0   9.659784     59954.5
         80        21.53    8.87156  59634.5     150.0   57.45209     59646.5
         80        21.53    8.87156  60230.5     250.0  14.479259     60128.5
         80        21.53    8.87156  57884.5     110.0  57.868467     57882.5
         80        21.53    8.87156  57773.5     150.0   34.71085     57831.5
         80        21.53    8.87156  58335.5     200.0  46.073626     58293.5
         80        21.53    8.87156  59082.5      80.0   36.71489     59025.5
         80        21.53    8.87156  57291.5      40.0   2.411718     57331.5
         80        21.53    8.87156  57597.5     250.0   1.862309     57445.5
         80        21.53    8.87156  59594.5      80.0  33.718706     59634.5
         80        21.53    8.87156  59641.5     110.0  43.592191     59653.5
         80        21.53    8.87156  58416.5       5.0  15.888709     58411.5
         80        21.53    8.87156  60107.5      40.0  26.312114     60069.5
         80        21.53    8.87156  57414.5     150.0   9.842886     57416.5
         80        21.53    8.87156  60131.5     200.0  22.697479     60120.5
         80        21.53    8.87156  59432.5       5.0   9.707331     59427.5
         80        21.53    8.87156  58283.5       5.0   0.228603     58278.5
         80        21.53    8.87156  58789.5      20.0  -4.183392     58809.5
         80        21.53    8.87156  58761.5       5.0   2.417626     58766.5
         80        21.53    8.87156  58724.5     200.0   9.124018     58702.5
         80        21.53    8.87156  59391.5      80.0  28.430793     59389.5
         80        21.53    8.87156  60284.5      40.0   6.971335     60244.5
         80        21.53    8.87156  58341.5      80.0  15.100166     58328.5
         80        21.53    8.87156  57351.5     110.0    5.06005     57403.5
         80        21.53    8.87156  57387.5     200.0   3.622088     57587.5
         80        21.53    8.87156  59080.5     150.0  22.195704     59041.5
         80        21.53    8.87156  57873.5       5.0 -16.867878     57878.5
         80        21.53    8.87156  58719.5      40.0  27.168272     58679.5
         80        21.53    8.87156  58371.5      40.0  19.770572     58339.5
         80        21.53    8.87156  58863.5      40.0  16.545466     58827.5
         80        21.53    8.87156  59825.5      80.0  18.238283     59757.5
         80        21.53    8.87156  57836.5      80.0   8.862558     57809.5
         80        21.53    8.87156  57694.5     110.0   18.69561     57804.5
         80        21.53    8.87156  57245.5       5.0   1.588892     57250.5
         80        21.53    8.87156  59419.5     110.0  26.096858     59395.5
