 sigma_kern  peak_appmag  peak_flux peak_mjd sigma_sim    max_fom max_fom_mjd
        200        22.63   3.221069  57393.5     110.0   -6.39898     57283.5
        200        22.63   3.221069  59493.5      20.0 -10.060233     59513.5
        200        22.63   3.221069  57365.5     110.0   7.731427     57475.5
        200        22.63   3.221069  60254.5     250.0  18.097703     60105.5
        200        22.63   3.221069  58922.5     250.0  42.196701     59155.5
        200        22.63   3.221069  59689.5     110.0  -3.604555     59581.5
        200        22.63   3.221069  57837.5      20.0  28.116117     57857.5
        200        22.63   3.221069  60215.5      40.0   3.458726     60175.5
        200        22.63   3.221069  57400.5      40.0   -4.53358     57440.5
        200        22.63   3.221069  57711.5      20.0  16.061571     57731.5
        200        22.63   3.221069  59673.5     200.0  50.266923     59660.5
        200        22.63   3.221069  59034.5      20.0 -18.163044     59054.5
        200        22.63   3.221069  58028.5     300.0  27.657704     58017.5
        200        22.63   3.221069  58330.5     250.0  56.182708     58092.5
        200        22.63   3.221069  59068.5     250.0  46.701988     59089.5
        200        22.63   3.221069  57459.5     250.0  -6.331718     57233.5
        200        22.63   3.221069  59857.5     110.0  -6.208947     59967.5
        200        22.63   3.221069  57617.5     300.0  18.267254     57841.5
        200        22.63   3.221069  59321.5     250.0  16.324755     59338.5
        200        22.63   3.221069  59278.5     110.0  13.683019     59363.5
        200        22.63   3.221069  58566.5     200.0   4.077637     58512.5
        200        22.63   3.221069  58632.5     250.0  23.000572     58382.5
        200        22.63   3.221069  59401.5      20.0  42.594166     59381.5
        200        22.63   3.221069  59196.5     150.0   1.011853     59046.5
        200        22.63   3.221069  59804.5     250.0 -13.003656     60054.5
        200        22.63   3.221069  59136.5      20.0  -3.445468     59156.5
        200        22.63   3.221069  60166.5     300.0  23.545221     60101.5
        200        22.63   3.221069  58010.5      80.0  -38.92454     58090.5
        200        22.63   3.221069  57911.5      20.0   3.421827     57891.5
        200        22.63   3.221069  58916.5     150.0  15.695523     58920.5
        200        22.63   3.221069  57517.5     110.0 -14.235159     57407.5
        200        22.63   3.221069  59258.5     150.0  43.003402     59408.5
        200        22.63   3.221069  58136.5      40.0 -38.808564     58176.5
        200        22.63   3.221069  57645.5     250.0  -1.700446     57395.5
        200        22.63   3.221069  58827.5     250.0 -10.808673     59077.5
        200        22.63   3.221069  58226.5      40.0 -34.684615     58223.5
        200        22.63   3.221069  58097.5     300.0  -8.953604     58310.5
        200        22.63   3.221069  58184.5      20.0  46.419305     58164.5
        200        22.63   3.221069  57875.5     300.0   22.54789     58175.5
        200        22.63   3.221069  57386.5     110.0   1.524498     57496.5
        200        22.63   3.221069  58866.5     300.0    3.47669     58566.5
        200        22.63   3.221069  57573.5     110.0 -17.180217     57463.5
        200        22.63   3.221069  58847.5     110.0  36.182694     58737.5
        200        22.63   3.221069  58835.5      80.0 -15.845658     58915.5
        200        22.63   3.221069  57859.5      40.0  -41.77429     57819.5
        200        22.63   3.221069  57591.5     250.0  -5.334876     57389.5
        200        22.63   3.221069  59817.5     250.0  19.138009     60025.5
        200        22.63   3.221069  58627.5     200.0  -1.718833     58827.5
        200        22.63   3.221069  57394.5     150.0   2.325553     57544.5
        200        22.63   3.221069  57282.5      80.0   4.522161     57362.5
        200        22.63   3.221069  58649.5      80.0  45.603132     58569.5
        200        22.63   3.221069  58389.5      80.0  39.303569     58469.5
        200        22.63   3.221069  58511.5     300.0    7.12558     58614.5
        200        22.63   3.221069  57311.5     110.0  -6.136722     57233.5
        200        22.63   3.221069  57987.5     250.0  33.038775     57983.5
        200        22.63   3.221069  60158.5     250.0   6.889242     60003.5
        200        22.63   3.221069  60006.5     250.0  16.847841     60119.5
        200        22.63   3.221069  57962.5      20.0  -3.155234     57982.5
        200        22.63   3.221069  58808.5     250.0   27.69708     59058.5
        200        22.63   3.221069  60032.5     200.0   6.679685     60168.5
        200        22.63   3.221069  59509.5     200.0  -3.540175     59309.5
        200        22.63   3.221069  59959.5     250.0   6.544841     59709.5
        200        22.63   3.221069  57797.5      80.0   6.996219     57730.5
        200        22.63   3.221069  58946.5     150.0  28.232212     58796.5
        200        22.63   3.221069  58996.5      20.0  28.005675     58976.5
        200        22.63   3.221069  57503.5     300.0   3.488497     57609.5
        200        22.63   3.221069  59511.5     200.0 -43.166677     59711.5
        200        22.63   3.221069  58358.5      20.0  15.552549     58378.5
        200        22.63   3.221069  59445.5     110.0  16.895572     59335.5
        200        22.63   3.221069  59274.5      40.0 -17.577187     59314.5
        200        22.63   3.221069  60148.5      80.0  10.179417     60093.5
        200        22.63   3.221069  57336.5     150.0  -4.548596     57233.5
        200        22.63   3.221069  60163.5     250.0   7.820376     60130.5
        200        22.63   3.221069  57412.5     200.0  14.581465     57612.5
        200        22.63   3.221069  57730.5     250.0   -4.81719     57480.5
        200        22.63   3.221069  60193.5      20.0  11.090266     60173.5
        200        22.63   3.221069  60185.5     150.0  -0.000403     60294.5
        200        22.63   3.221069  58433.5     200.0 -36.300109     58633.5
        200        22.63   3.221069  58960.5      80.0  -2.431339     58880.5
        200        22.63   3.221069  59073.5     250.0   1.776778     59255.5
        200        22.63   3.221069  57656.5     110.0 -25.774532     57546.5
