 sigma_kern  peak_appmag  peak_flux peak_mjd sigma_sim    max_fom max_fom_mjd
        130        22.63   3.221069  59666.5     250.0  24.614547     59667.5
        130        22.63   3.221069  58605.5     150.0   9.414452     58608.5
        130        22.63   3.221069  59576.5     200.0  16.616762     59636.5
        130        22.63   3.221069  59687.5      40.0  37.560211     59676.5
        130        22.63   3.221069  59836.5     150.0  10.757679     59713.5
        130        22.63   3.221069  59918.5     250.0    0.38412     60167.5
        130        22.63   3.221069  57296.5     300.0  -3.966301     57233.5
        130        22.63   3.221069  59052.5      20.0   4.505909     59032.5
        130        22.63   3.221069  58362.5     250.0  35.554345     58269.5
        130        22.63   3.221069  57970.5     200.0  30.040743     57906.5
        130        22.63   3.221069  59969.5     250.0  16.293892     60088.5
        130        22.63   3.221069  58638.5     150.0  32.455791     58542.5
        130        22.63   3.221069  59391.5     250.0  20.170494     59369.5
        130        22.63   3.221069  59094.5     250.0  30.359412     59081.5
        130        22.63   3.221069  60006.5      40.0  16.771395     60046.5
        130        22.63   3.221069  58705.5     150.0  -1.346799     58789.5
        130        22.63   3.221069  60193.5      40.0    9.73397     60153.5
        130        22.63   3.221069  59600.5      40.0   8.364185     59640.5
        130        22.63   3.221069  57770.5      80.0  19.710259     57786.5
        130        22.63   3.221069  59266.5     150.0  13.163581     59293.5
        130        22.63   3.221069  59668.5     110.0 -18.215975     59778.5
        130        22.63   3.221069  59070.5     250.0  33.471988     59050.5
        130        22.63   3.221069  58875.5     250.0  26.777749     59021.5
        130        22.63   3.221069  57471.5     150.0   0.243322     57513.5
        130        22.63   3.221069  59184.5     110.0  15.018305     59074.5
        130        22.63   3.221069  59397.5      20.0  -4.774952     59417.5
        130        22.63   3.221069  58810.5     250.0  24.414986     58587.5
        130        22.63   3.221069  59368.5     250.0  12.790862     59381.5
        130        22.63   3.221069  59994.5      40.0   5.983351     59954.5
        130        22.63   3.221069  57554.5     300.0  15.135625     57776.5
        130        22.63   3.221069  57477.5      20.0  -6.233259     57497.5
        130        22.63   3.221069  58847.5     200.0  24.100765     59021.5
        130        22.63   3.221069  58099.5     300.0  13.170976     57816.5
