 sigma_kern  peak_appmag  peak_flux peak_mjd sigma_sim    max_fom max_fom_mjd
        200        21.89   6.367955  57968.5      20.0 -30.946002     57948.5
        200        21.89   6.367955  59498.5     110.0 -26.784046     59444.5
        200        21.89   6.367955  57779.5     200.0 -22.966449     57579.5
        200        21.89   6.367955  57273.5     250.0  -7.664754     57233.5
        200        21.89   6.367955  59426.5     110.0  58.416207     59433.5
        200        21.89   6.367955  57833.5      40.0 -18.696003     57793.5
        200        21.89   6.367955  58479.5     250.0  12.849785     58583.5
        200        21.89   6.367955  57343.5      40.0  12.184861     57383.5
        200        21.89   6.367955  58050.5     110.0  20.238169     58160.5
        200        21.89   6.367955  59480.5      20.0 -12.777977     59460.5
        200        21.89   6.367955  58672.5     110.0  57.108427     58573.5
        200        21.89   6.367955  59326.5     250.0  30.736306     59328.5
        200        21.89   6.367955  58121.5      80.0  55.096856     58041.5
        200        21.89   6.367955  59278.5     300.0  68.606822     59312.5
        200        21.89   6.367955  59171.5     150.0   6.256813     59291.5
        200        21.89   6.367955  60100.5      80.0  39.777827     60020.5
        200        21.89   6.367955  58545.5      20.0 -10.910542     58565.5
        200        21.89   6.367955  59359.5     150.0   1.421908     59375.5
        200        21.89   6.367955  59930.5     250.0   9.000696     59887.5
        200        21.89   6.367955  59118.5      20.0  21.273052     59137.5
        200        21.89   6.367955  58209.5      20.0   -17.2435     58189.5
        200        21.89   6.367955  58242.5      40.0   50.01081     58282.5
        200        21.89   6.367955  59981.5      80.0  20.175591     59901.5
        200        21.89   6.367955  58954.5      20.0  23.298972     58974.5
        200        21.89   6.367955  59576.5     300.0   18.82435     59857.5
        200        21.89   6.367955  60114.5      40.0  28.034875     60099.5
        200        21.89   6.367955  57833.5     300.0  27.715754     57834.5
        200        21.89   6.367955  59492.5      20.0  32.654596     59472.5
        200        21.89   6.367955  58436.5     200.0  49.237353     58517.5
        200        21.89   6.367955  58244.5     150.0  62.072939     58284.5
        200        21.89   6.367955  57924.5      40.0 -46.277874     57964.5
        200        21.89   6.367955  58995.5      20.0  -9.369781     58975.5
        200        21.89   6.367955  60141.5     250.0  15.396311     60085.5
        200        21.89   6.367955  58057.5     150.0  31.689944     57937.5
        200        21.89   6.367955  59114.5      40.0 -34.400982     59074.5
        200        21.89   6.367955  59711.5     150.0  -5.380111     59723.5
        200        21.89   6.367955  57696.5     150.0   9.192405     57779.5
        200        21.89   6.367955  57333.5      40.0  -7.919889     57293.5
        200        21.89   6.367955  57628.5      80.0  14.593873     57708.5
        200        21.89   6.367955  58363.5      80.0    4.79161     58283.5
        200        21.89   6.367955  57988.5     300.0  41.567095     57893.5
        200        21.89   6.367955  57382.5     200.0  -3.562532     57233.5
        200        21.89   6.367955  59499.5     300.0  41.487642     59566.5
        200        21.89   6.367955  59601.5     300.0   10.12086     59503.5
        200        21.89   6.367955  59654.5      40.0 -30.508296     59694.5
        200        21.89   6.367955  57431.5     250.0  15.289907     57681.5
        200        21.89   6.367955  59543.5      80.0  42.113414     59475.5
        200        21.89   6.367955  57420.5      40.0  -2.411545     57460.5
        200        21.89   6.367955  59474.5     150.0  51.600035     59375.5
        200        21.89   6.367955  59801.5     150.0 -13.651117     59951.5
        200        21.89   6.367955  59881.5     150.0 -12.532657     60031.5
        200        21.89   6.367955  59869.5      20.0   6.116019     59849.5
        200        21.89   6.367955  57924.5      80.0  51.237092     57941.5
        200        21.89   6.367955  57586.5     200.0 -11.138985     57386.5
        200        21.89   6.367955  58570.5     110.0  27.929762     58606.5
        200        21.89   6.367955  58789.5      40.0   1.460916     58829.5
        200        21.89   6.367955  57942.5      40.0  17.719337     57902.5
        200        21.89   6.367955  59150.5      40.0   -0.05553     59190.5
        200        21.89   6.367955  57903.5     150.0  61.242968     57939.5
        200        21.89   6.367955  60205.5      40.0   1.582864     60167.5
        200        21.89   6.367955  57825.5     150.0 -22.079937     57675.5
        200        21.89   6.367955  59970.5      40.0 -14.462849     60010.5
        200        21.89   6.367955  59539.5      80.0   0.623522     59459.5
        200        21.89   6.367955  57265.5     250.0   7.211967     57515.5
        200        21.89   6.367955  58118.5      80.0  38.428327     58198.5
        200        21.89   6.367955  58656.5     250.0  32.382665     58542.5
