 sigma_kern  peak_appmag  peak_flux peak_mjd sigma_sim    max_fom max_fom_mjd
        130        21.89   6.367955  57973.5      20.0  25.290551     57978.5
        130        21.89   6.367955  60238.5      40.0  10.470388     60198.5
        130        21.89   6.367955  59098.5     110.0  -5.281428     59006.5
        130        21.89   6.367955  59193.5      40.0  15.292839     59153.5
        130        21.89   6.367955  58596.5     110.0  60.928407     58593.5
        130        21.89   6.367955  58002.5      20.0  17.157639     57982.5
        130        21.89   6.367955  60261.5     110.0   3.206568     60267.5
        130        21.89   6.367955  57453.5      20.0 -10.541991     57433.5
        130        21.89   6.367955  60137.5     110.0  28.270929     60110.5
        130        21.89   6.367955  58331.5     250.0  13.099858     58337.5
        130        21.89   6.367955  58880.5     250.0   7.098259     58852.5
        130        21.89   6.367955  58276.5      80.0  36.529647     58282.5
        130        21.89   6.367955  58028.5      40.0  13.896697     57988.5
        130        21.89   6.367955  59743.5     250.0  31.107443     59715.5
        130        21.89   6.367955  58223.5      80.0  12.607728     58173.5
        130        21.89   6.367955  60147.5      40.0   4.510984     60187.5
        130        21.89   6.367955  59281.5      20.0  -2.023909     59301.5
        130        21.89   6.367955  59497.5     200.0   9.949725     59399.5
        130        21.89   6.367955  57860.5     250.0 -10.130655     57967.5
        130        21.89   6.367955  58536.5      80.0   7.522527     58560.5
        130        21.89   6.367955  58627.5     200.0  25.517251     58590.5
        130        21.89   6.367955  59194.5      20.0  20.611614     59214.5
        130        21.89   6.367955  58754.5     200.0   3.090476     58694.5
        130        21.89   6.367955  59945.5     300.0  26.383344     59661.5
        130        21.89   6.367955  59342.5     110.0  46.766417     59382.5
        130        21.89   6.367955  58681.5      20.0 -23.503014     58701.5
        130        21.89   6.367955  58120.5     200.0 -14.478089     58168.5
        130        21.89   6.367955  58202.5     200.0   48.48413     58221.5
        130        21.89   6.367955  57801.5     150.0  31.790061     57811.5
        130        21.89   6.367955  59927.5     200.0   29.30138     59727.5
        130        21.89   6.367955  57888.5      20.0  28.100377     57883.5
